*header,File_Name,Attachment,Region,DHW_LpY,DHW_GJpY,DHW_energy_src,NN_DHW_System_Efficiency,AL_GJpY,AL-Dryer_GJpY,AL-Stove-Other_GJpY,stove_fuel_use,dryer_fuel_used,Clothes_Dryer,Rural_Suburb_Urban,Num_of_Adults,Num_of_Children,Employment_Ratio,HDD,Ground_Temp
*data,2402A00305.HDF,1-SD,1-AT,86427,20.65,1,0.824,29.42,1.28,28.14,2,2,4,1,2,2,0,4617.7,7.9
*data,2402A00319.HDF,1-SD,1-AT,83581,19.97,1,0.824,49.07,3.75,45.32,2,2,4,1,2,0,1,4030.8,7.9
*data,2402A00323.HDF,1-SD,1-AT,74595,27.71,3,0.53,39.31,3.68,35.63,2,2,6,1,1,1,1,4030.8,7.9
*data,2402A00333.HDF,1-SD,1-AT,78714,29.24,3,0.53,29.05,2.29,26.76,2,2,4,1,1,0,1,4617.7,7.9
*data,2402A00342.HDF,1-SD,1-AT,87180,20.83,1,0.824,35.06,0.00,35.06,2,2,0,1,2,1,0.5,4617.7,7.9
*data,2402A00378.HDF,1-SD,1-AT,92872,22.19,1,0.824,29.56,0.00,29.56,0,0,0,1,1,2,0,4030.8,7.9
*data,2402A00412.HDF,1-SD,1-AT,73201,17.49,1,0.824,28.85,0.00,28.85,2,2,0,2,1,0,0,4030.8,7.9
*data,2402A00413.HDF,1-SD,1-AT,80168,29.78,3,0.53,31.88,3.84,28.04,2,2,4,2,2,0,0.5,4030.8,7.9
*data,2402A00414.HDF,1-SD,1-AT,72238,17.26,1,0.824,22.89,0.39,22.50,2,2,1.5,3,2,0,0,4030.8,7.9
*data,2402A00423.HDF,1-SD,1-AT,75670,18.08,1,0.824,35.44,2.86,32.58,2,2,6,1,2,0,0.5,4030.8,7.9
*data,2402A00429.HDF,1-SD,1-AT,63504,23.59,3,0.53,24.25,0,24.25,2,2,4,3,1,0,1,4617.7,7.9
*data,2402A00436.HDF,1-SD,1-AT,62535,23.23,3,0.53,37.60,5.59,32.01,2,2,6,3,2,0,1,4030.8,7.9
*data,2402A00469.HDF,1-SD,1-AT,85883,20.52,1,0.824,39.46,0.00,39.46,2,2,0,3,4,0,1,4030.8,7.9
*data,2402A00487.HDF,1-SD,1-AT,113171,27.04,1,0.824,33.69,0.85,32.84,2,2,4,1,2,2,0,4617.7,7.9
*data,2402A00488.HDF,1-SD,1-AT,87306,20.86,1,0.824,42.93,1.31,41.62,2,2,1.5,1,2,0,1,4030.8,7.9
*data,2402A00498.HDF,1-SD,1-AT,67090,16.03,1,0.824,30.21,0,30.21,2,2,6,3,2,1,1,4030.8,7.9
*data,2402A00507.HDF,1-SD,1-AT,98355,23.50,1,0.824,31.11,0.64,30.47,2,2,1.5,1,1,0,0,4030.8,7.9
*data,2402A00509.HDF,1-SD,1-AT,66789,24.81,3,0.53,31.48,3.89,27.59,2,2,6,3,2,1,0,4617.7,7.9
*data,2402A00531.HDF,1-SD,1-AT,95174,22.74,1,0.824,42.95,0.97,41.98,2,2,1.5,1,2,2,1,4030.8,7.9
*data,2402A00536.HDF,1-SD,1-AT,89733,21.44,1,0.824,24.79,2.58,22.21,2,2,4,2,2,2,1,4030.8,7.9
*data,2402A00554.HDF,1-SD,1-AT,88854,21.23,1,0.824,45.20,1.47,43.73,2,2,1.5,3,2,0,1,4030.8,7.9
*data,2402A00567.HDF,1-SD,1-AT,70423,26.16,3,0.53,21.35,0.79,20.56,2,2,4,3,2,0,0,4030.8,7.9
*data,2402A00591.HDF,1-SD,1-AT,70557,26.21,3,0.53,30.25,1.34,28.91,2,2,4,1,2,2,1,4030.8,7.9
*data,2402A00592.HDF,1-SD,1-AT,92412,22.08,1,0.824,28.58,0.00,28.58,2,2,0,1,2,0,0,4030.8,7.9
*data,2402A00595.HDF,1-SD,1-AT,118110,28.22,1,0.824,35.50,2.00,33.50,2,2,4,1,2,1,1,4617.7,7.9
*data,2402A00607.HDF,1-SD,1-AT,86259,20.61,1,0.824,33.84,4.88,28.96,2,2,6,1,3,2,1,4030.8,7.9
*data,2402A00623.HDF,1-SD,1-AT,76480,28.41,3,0.53,31.27,0.64,30.63,2,2,1.5,1,1,2,0,4617.7,7.9
*data,2402A00627.HDF,1-SD,1-AT,88017,21.03,1,0.824,32.35,3.14,29.21,2,2,4,1,4,0,0.5,4030.8,7.9
*data,2402A00668.HDF,1-SD,1-AT,77470,18.51,1,0.824,43.69,1.55,42.14,2,2,1.5,1,1,1,1,4030.8,7.9
*data,2402A00670.HDF,1-SD,1-AT,91156,21.78,1,0.824,56.08,5.45,50.63,2,2,4,1,3,0,0.33,4030.8,7.9
*data,2402A00674.HDF,1-SD,1-AT,65954,24.50,3,0.53,29.05,1.77,27.28,2,2,6,2,2,0,1,4030.8,7.9
*data,2402A00717.HDF,1-SD,1-AT,63074,23.43,3,0.53,26.68,2.92,23.76,2,2,6,3,2,0,0.5,4030.8,7.9
*data,2402A00778.HDF,1-SD,1-AT,75430,28.02,3,0.53,29.91,0.00,29.91,2,2,0,2,1,1,0,4030.8,7.9
*data,2402A00792.HDF,1-SD,1-AT,72738,27.02,3,0.53,62.26,4.64,57.62,2,2,4,3,2,0,1,4030.8,7.9
*data,2402A00795.HDF,1-SD,1-AT,64537,15.42,1,0.824,38.81,6.95,31.86,2,2,6,3,2,0,1,4030.8,7.9
*data,2402A00797.HDF,1-SD,1-AT,66379,15.86,1,0.824,29.19,1.84,27.35,2,2,4,1,2,1,0,4030.8,7.9
*data,2402A00798.HDF,1-SD,1-AT,70100,26.04,3,0.53,49.86,3.06,46.80,2,2,6,1,3,2,1,4030.8,7.9
*data,2402A00812.HDF,1-SD,1-AT,61997,23.03,3,0.53,38.02,1.18,36.84,2,2,1.5,1,2,1,0.5,4030.8,7.9
*data,2402A00826.HDF,1-SD,1-AT,93165,22.26,1,0.824,47.95,4.23,43.72,2,2,6,1,2,0,0,4030.8,7.9
*data,2402A00834.HDF,1-SD,1-AT,99276,23.72,1,0.824,28.74,0.49,28.25,2,2,1.5,1,1,0,1,4030.8,7.9
*data,2402A00838.HDF,1-SD,1-AT,75107,27.90,3,0.53,45.66,3.42,42.24,2,2,6,1,2,0,1,4030.8,7.9
*data,2402A00858.HDF,1-SD,1-AT,71473,26.55,3,0.53,23.04,1.05,21.99,2,2,6,3,1,0,1,4030.8,7.9
*data,2402A00860.HDF,1-SD,1-AT,104298,24.92,1,0.824,30.58,1.01,29.57,2,2,1.5,1,2,3,0,4030.8,7.9
*data,2402A00870.HDF,1-SD,1-AT,65416,24.30,3,0.53,35.73,3.56,32.17,2,2,4,1,2,0,1,4030.8,7.9
*data,2402A00872.HDF,1-SD,1-AT,90486,21.62,1,0.824,22.52,0.33,22.19,2,2,6,1,2,0,0,4030.8,7.9
*data,2402A00878.HDF,1-SD,1-AT,93165,22.26,1,0.824,29.08,2.36,26.72,2,2,4,3,1,0,1,4030.8,7.9
*data,2402A00885.HDF,1-SD,1-AT,69057,16.50,1,0.824,23.40,0.00,23.40,2,2,0,3,1,1,1,4617.7,7.9
*data,2402A00886.HDF,1-SD,1-AT,92077,22.00,1,0.824,24.61,0.83,23.78,2,2,1.5,2,1,1,0,4030.8,7.9
*data,2402A00893.HDF,1-SD,1-AT,87766,20.97,1,0.824,42.42,3.96,38.46,2,2,6,1,2,1,1,4030.8,7.9
*data,2402A00900.HDF,1-SD,1-AT,66965,16.00,1,0.824,37.38,1.36,36.02,2,2,4,2,2,1,1,4030.8,7.9
*data,2402A00901.HDF,1-SD,1-AT,88854,21.23,1,0.824,35.33,0.00,35.33,2,2,0,1,2,0,0,4030.8,7.9
*data,2402A00908.HDF,1-SD,1-AT,71473,26.55,3,0.53,28.15,0,28.15,2,2,4,1,1,2,0,4030.8,7.9
*data,2402A00918.HDF,1-SD,1-AT,87599,20.93,1,0.824,34.74,1.09,33.65,2,2,1.5,1,1,0,1,4030.8,7.9
*data,2402A00929.HDF,1-SD,1-AT,69992,26.00,3,0.53,40.82,3.85,36.97,2,2,6,2,2,0,1,4030.8,7.9
*data,2402A00983.HDF,1-SD,1-AT,66672,15.93,1,0.824,20.24,2.13,18.11,2,2,4,2,1,1,0,4030.8,7.9
*data,2402A00988.HDF,1-SD,1-AT,77093,18.42,1,0.824,30.80,2.59,28.21,2,2,6,2,2,2,1,4030.8,7.9
*data,2402A01011.HDF,1-SD,1-AT,81655,19.51,1,0.824,30.55,0.00,30.55,2,2,0,1,1,0,0,4030.8,7.9
*data,2402A01015.HDF,1-SD,1-AT,73088,27.15,3,0.53,33.71,0.00,33.71,2,2,0,1,2,1,0.5,4617.7,7.9
*data,2402A01031.HDF,1-SD,1-AT,81279,19.42,1,0.824,58.14,0.35,57.79,2,2,6,1,1,2,0,4030.8,7.9
*data,2402A01033.HDF,1-SD,1-AT,102373,24.46,1,0.824,27.28,1.05,26.23,2,2,1.5,1,2,3,1,4617.7,7.9
*data,2402A01045.HDF,1-SD,1-AT,73357,27.25,3,0.53,31.57,1.44,30.13,2,2,4,2,2,3,0.5,4617.7,7.9
*data,2402A01051.HDF,1-SD,1-AT,62374,23.17,3,0.53,45.13,0.90,44.23,2,2,6,3,2,1,1,4030.8,7.9
*data,2402A01072.HDF,1-SD,1-AT,70648,16.88,1,0.824,38.83,0.00,38.83,2,2,0,1,1,0,1,4617.7,7.9
*data,2402A01073.HDF,1-SD,1-AT,53517,19.88,3,0.53,21.32,1.76,19.56,2,2,6,2,1,1,0,4030.8,7.9
*data,2402A01120.HDF,1-SD,1-AT,118654,28.35,1,0.824,39.28,3.60,35.68,2,2,4,1,2,2,1,4030.8,7.9
*data,2402A01123.HDF,1-SD,1-AT,89356,21.35,1,0.824,43.53,2.03,41.50,2,2,4,1,1,0,1,4030.8,7.9
*data,2402A01131.HDF,1-SD,1-AT,60185,14.38,1,0.824,32.53,2.50,30.03,2,2,6,3,1,0,0,4030.8,7.9
*data,2402A01134.HDF,1-SD,1-AT,67031,24.90,3,0.53,32.89,3.12,29.77,2,2,4,3,2,0,1,4030.8,7.9
*data,2402A01136.HDF,1-SD,1-AT,81137,30.14,3,0.53,42.81,4.73,38.08,2,2,4,1,2,2,1,4030.8,7.9
*data,2402A01344.HDF,1-SD,1-AT,73411,27.27,3,0.53,23.83,0.24,23.59,2,2,1.5,1,1,2,0,4030.8,7.9
*data,2402A01353.HDF,1-SD,1-AT,55536,20.63,3,0.53,25.97,0,25.97,2,2,1.5,3,2,0,1,4030.8,7.9
*data,2405A00002.HDF,1-SD,1-AT,69434,16.59,1,0.824,31.62,2.37,29.25,2,2,4,3,3,2,1,4030.8,7.9
*data,2405A00004.HDF,1-SD,1-AT,82869,19.80,1,0.824,71.03,6.72,64.31,2,2,6,2,2,0,1,4030.8,7.9
*data,2405A00026.HDF,1-SD,1-AT,60678,22.54,3,0.53,23.25,0.60,22.65,2,2,1.5,3,1,2,0,4030.8,7.9
*data,2405A00029.HDF,1-SD,1-AT,71984,26.74,3,0.53,28.75,2.04,26.71,2,2,6,3,2,0,0.5,4030.8,7.9
*data,2407A00034.HDF,1-SD,1-AT,62863,15.02,1,0.824,35.95,3.23,32.72,2,2,6,3,1,0,1,4030.8,7.9
*data,2407A00115.HDF,1-SD,1-AT,90696,21.67,1,0.824,31.67,1.76,29.91,2,2,6,3,1,0,1,4030.8,7.9
*data,2408A00026.HDF,1-SD,1-AT,74875,17.89,1,0.824,28.68,1.04,27.64,2,2,1.5,3,2,2,0.5,4030.8,7.9
*data,2408A00050.HDF,1-SD,1-AT,75888,28.19,3,0.53,21.45,0.08,21.37,2,2,1.5,3,2,2,0.5,4030.8,7.9
*data,2408A00108.HDF,1-SD,1-AT,57286,21.28,3,0.53,22.88,1.87,21.01,2,2,4,3,1,1,0,4030.8,7.9
*data,2408A00109.HDF,1-SD,1-AT,63868,15.26,1,0.824,30.21,0.63,29.58,2,2,1.5,3,1,0,0,4030.8,7.9
*data,2408A00110.HDF,1-SD,1-AT,85799,20.50,1,0.824,31.91,2.19,29.72,2,2,4,1,1,0,0,4030.8,7.9
*data,2408A00133.HDF,1-SD,1-AT,67785,25.18,3,0.53,28.01,1.04,26.97,2,2,1.5,3,1,0,1,4030.8,7.9
*data,2408A00134.HDF,1-SD,1-AT,66789,24.81,3,0.53,29.86,3.55,26.31,2,2,6,3,1,0,0,4030.8,7.9
*data,2408A00138.HDF,1-SD,1-AT,81541,30.29,3,0.53,44.07,3.94,40.13,2,2,6,1,2,2,1,4030.8,7.9
*data,2409A00011.HDF,1-SD,1-AT,79646,19.03,1,0.824,21.45,1.09,20.36,2,2,6,3,2,2,0,4030.8,7.9
*data,2409A00013.HDF,1-SD,1-AT,108525,25.93,1,0.824,40.65,3.77,36.88,2,2,4,1,1,1,0,4030.8,7.9
*data,2409A00042.HDF,1-SD,1-AT,112459,26.87,1,0.824,36.53,0.81,35.72,2,2,1.5,1,2,3,1,4030.8,7.9
*data,2409A00055.HDF,1-SD,1-AT,87180,20.83,1,0.824,51.27,4.62,46.65,2,2,6,3,2,0,1,4030.8,7.9
*data,2409A00056.HDF,1-SD,1-AT,66062,24.54,3,0.53,32.67,3.74,28.93,2,2,6,3,3,1,0.33,4030.8,7.9
*data,2410A00002.HDF,1-SD,1-AT,83668,31.08,3,0.53,34.25,2.88,31.37,2,2,4,1,2,1,0,4617.7,7.9
*data,2410A00004.HDF,1-SD,1-AT,64581,23.99,3,0.53,22.33,0.72,21.61,2,2,6,3,1,0,0,4617.7,7.9
*data,2410A00024.HDF,1-SD,1-AT,93123,22.25,1,0.824,39.19,1.33,37.86,2,2,1.5,1,1,1,0,4617.7,7.9
*data,2410A00030.HDF,1-SD,1-AT,60980,14.57,1,0.824,22.56,1.55,21.01,2,2,6,3,1,0,1,4617.7,7.9
*data,2410A00031.HDF,1-SD,1-AT,64747,15.47,1,0.824,25.20,0,25.20,2,2,4,3,1,0,0,4617.7,7.9
*data,2410A00032.HDF,1-SD,1-AT,76382,18.25,1,0.824,22.38,0.00,22.38,2,2,0,3,1,0,1,4617.7,7.9
*data,2410A00040.HDF,1-SD,1-AT,106230,26.19,1,0.824,64.99,1.77,63.22,2,2,1.5,1,2,0,1,4899.4,6.4
*data,2410A00045.HDF,1-SD,1-AT,82259,31.53,3,0.53,57.86,5.88,51.98,2,2,6,1,2,2,1,4899.4,6.4
*data,2410A00046.HDF,1-SD,1-AT,97428,24.02,1,0.824,34.59,0.59,34.00,2,2,1.5,1,2,1,1,4899.4,6.4
*data,2410A00048.HDF,1-SD,1-AT,120143,29.62,1,0.824,34.36,4.78,29.58,2,2,6,1,2,1,0.5,4899.4,6.4
*data,2410A00051.HDF,1-SD,1-AT,74838,27.80,3,0.53,33.61,0.59,33.02,2,2,1.5,1,3,0,1,4617.7,7.9
*data,2410A00059.HDF,1-SD,1-AT,81569,20.11,1,0.824,38.98,4.70,34.28,2,2,6,3,2,1,1,4899.4,6.4
*data,2410A00061.HDF,1-SD,1-AT,86315,21.28,1,0.824,32.78,1.83,30.95,2,2,4,1,1,0,0,6128,6.4
*data,2410A00062.HDF,1-SD,1-AT,83719,20.64,1,0.824,39.66,4.51,35.15,2,2,6,1,2,0,0.5,4899.4,6.4
*data,2410A00120.HDF,1-SD,1-AT,82702,19.76,1,0.824,17.46,0.41,17.05,2,2,1.5,3,2,2,0.5,4617.7,7.9
*data,2410A00123.HDF,1-SD,1-AT,80400,19.21,1,0.824,34.41,4.07,30.34,2,2,6,2,2,0,0.5,4617.7,7.9
*data,2410A00125.HDF,1-SD,1-AT,66142,24.57,3,0.53,20.54,0.33,20.21,2,2,1.5,3,2,2,0.5,4617.7,7.9
*data,2411A00005.HDF,1-SD,1-AT,97601,23.32,1,0.824,33.27,3.08,30.19,2,2,4,1,2,1,1,4030.8,7.9
*data,2411A00015.HDF,1-SD,1-AT,89691,21.43,1,0.824,42.88,2.79,40.09,2,2,4,1,1,2,1,4030.8,7.9
*data,2411A00046.HDF,1-SD,1-AT,84125,31.25,3,0.53,38.74,5.02,33.72,2,2,6,1,2,0,1,4030.8,7.9
*data,2411A00060.HDF,1-SD,1-AT,62320,23.15,3,0.53,24.90,1.85,23.05,2,2,4,1,2,0,0,4030.8,7.9
*data,2411A00064.HDF,1-SD,1-AT,64716,24.04,3,0.53,33.50,0.87,32.63,2,2,4,1,2,0,0.5,4030.8,7.9
*data,2411A00079.HDF,1-SD,1-AT,93625,22.37,1,0.824,40.80,5.17,35.63,2,2,6,1,2,0,0.5,4030.8,7.9
*data,2411A00080.HDF,1-SD,1-AT,80693,19.28,1,0.824,23.76,4.95,18.81,2,2,4,2,2,0,0,4030.8,7.9
*data,2411A00085.HDF,1-SD,1-AT,64608,24.00,3,0.53,38.09,4.74,33.35,2,2,6,1,2,0,0,4030.8,7.9
*data,2411A00091.HDF,1-SD,1-AT,71066,16.98,1,0.824,39.60,4.98,34.62,2,2,6,1,2,0,1,4030.8,7.9
*data,2411A00098.HDF,1-SD,1-AT,111329,26.60,1,0.824,49.43,4.24,45.19,2,2,4,1,2,3,0.5,4030.8,7.9
*data,2411A00107.HDF,1-SD,1-AT,53921,20.03,3,0.53,23.45,0.55,22.90,2,2,4,3,2,1,1,4030.8,7.9
*data,2411A00116.HDF,1-SD,1-AT,89942,21.49,1,0.824,33.34,0.52,32.82,2,2,1.5,1,2,1,0.5,4030.8,7.9
*data,2411A00133.HDF,1-SD,1-AT,98397,23.51,1,0.824,34.66,1.31,33.35,2,2,4,2,2,1,0.5,4030.8,7.9
*data,2411A00181.HDF,1-SD,1-AT,87389,20.88,1,0.824,26.56,0.47,26.09,2,2,1.5,1,1,0,0,4030.8,7.9
*data,2411A00201.HDF,1-SD,1-AT,92914,22.20,1,0.824,47.89,1.89,46.00,2,2,4,1,2,0,0,4030.8,7.9
*data,2411A00212.HDF,1-SD,1-AT,96639,23.09,1,0.824,45.40,7.79,37.61,2,2,6,1,2,1,1,4030.8,7.9
*data,2411A00231.HDF,1-SD,1-AT,75628,18.07,1,0.824,48.11,1.44,46.67,2,2,1.5,2,2,0,1,4030.8,7.9
*data,2411A00258.HDF,1-SD,1-AT,93500,22.34,1,0.824,53.68,5.49,48.19,2,2,4,1,2,2,1,4030.8,7.9
*data,2411A00260.HDF,1-SD,1-AT,64985,24.14,3,0.53,27.84,0.77,27.07,2,2,4,3,2,0,0.5,4030.8,7.9
*data,2411A00261.HDF,1-SD,1-AT,94755,22.64,1,0.824,47.30,2.30,45.00,2,2,4,1,1,0,1,4030.8,7.9
*data,2411A00264.HDF,1-SD,1-AT,97727,23.35,1,0.824,40.23,0.58,39.65,2,2,1.5,2,2,0,0,4030.8,7.9
*data,2411A00266.HDF,1-SD,1-AT,103963,24.84,1,0.824,37.59,3.67,33.92,2,2,4,1,2,1,1,4030.8,7.9
*data,2411A00282.HDF,1-SD,1-AT,89105,21.29,1,0.824,26.49,0.26,26.23,2,2,1.5,1,1,0,0,4030.8,7.9
*data,2411A00287.HDF,1-SD,1-AT,90110,21.53,1,0.824,42.84,0.69,42.15,2,2,1.5,1,2,2,1,4030.8,7.9
*data,2411A00295.HDF,1-SD,1-AT,105930,25.31,1,0.824,46.37,4.61,41.76,2,2,6,1,2,0,1,4030.8,7.9
*data,2411A00296.HDF,1-SD,1-AT,86301,20.62,1,0.824,49.64,3.69,45.95,2,2,4,1,1,0,1,4030.8,7.9
*data,2411A00302.HDF,1-SD,1-AT,65793,15.72,1,0.824,28.35,0.74,27.61,2,2,4,2,2,0,1,4030.8,7.9
*data,2411A00310.HDF,1-SD,1-AT,99024,23.66,1,0.824,38.56,1.16,37.40,2,2,1.5,1,2,2,1,4030.8,7.9
*data,2411A00315.HDF,1-SD,1-AT,70271,16.79,1,0.824,32.46,3.15,29.31,2,2,6,1,1,0,0,4030.8,7.9
*data,2411A00334.HDF,1-SD,1-AT,96555,23.07,1,0.824,28.11,2.20,25.91,2,2,6,1,2,1,0,4030.8,7.9
*data,2411A00335.HDF,1-SD,1-AT,82911,19.81,1,0.824,36.84,2.37,34.47,2,2,4,1,1,1,1,4030.8,7.9
*data,2411A00352.HDF,1-SD,1-AT,85590,20.45,1,0.824,64.31,0.70,63.61,2,2,1.5,1,2,1,1,4030.8,7.9
*data,2411A00359.HDF,1-SD,1-AT,65981,24.51,3,0.53,56.19,2.22,53.97,2,2,4,2,1,0,0,4030.8,7.9
*data,2411A00362.HDF,1-SD,1-AT,84250,20.13,1,0.824,30.68,2.50,28.18,2,2,4,1,1,0,0,4030.8,7.9
*data,2411A00374.HDF,1-SD,1-AT,79280,29.45,3,0.53,26.19,0.21,25.98,2,2,1.5,2,2,3,1,4030.8,7.9
*data,2411A00406.HDF,1-SD,1-AT,95844,22.90,1,0.824,40.75,2.93,37.82,2,2,4,1,1,0,0,4030.8,7.9
*data,2411A00413.HDF,1-SD,1-AT,101285,24.20,1,0.824,32.97,0,32.97,2,2,6,1,2,1,0,4030.8,7.9
*data,2412A00008.HDF,1-SD,1-AT,94337,22.54,1,0.824,48.58,6.35,42.23,2,2,6,1,2,1,0.5,4617.7,7.9
*data,2412A00014.HDF,1-SD,1-AT,75210,17.97,1,0.824,44.88,3.17,41.71,2,2,6,1,2,0,0,4617.7,7.9
*data,2412A00015.HDF,1-SD,1-AT,69184,25.70,3,0.53,25.98,3.95,22.03,2,2,6,1,1,0,1,4617.7,7.9
*data,2412A00018.HDF,1-SD,1-AT,78041,28.99,3,0.53,44.38,2.97,41.41,2,2,4,1,2,0,1,4617.7,7.9
*data,2412A00035.HDF,1-SD,1-AT,76668,28.48,3,0.53,33.58,2.05,31.53,2,2,1.5,1,1,0,0,4617.7,7.9
*data,2412A00082.HDF,1-SD,1-AT,98857,23.62,1,0.824,36.96,4.51,32.45,2,2,6,1,2,0,1,4617.7,7.9
*data,2412A00097.HDF,1-SD,1-AT,94588,22.60,1,0.824,27.59,2.71,24.88,2,2,4,1,2,0,0.5,4617.7,7.9
*data,2412A00104.HDF,1-SD,1-AT,79060,18.89,1,0.824,23.21,0.98,22.23,2,2,4,3,1,1,1,4617.7,7.9
*data,2412A00105.HDF,1-SD,1-AT,87180,20.83,1,0.824,33.40,3.37,30.03,2,2,6,3,2,2,0,4617.7,7.9
*data,2412A00109.HDF,1-SD,1-AT,86468,20.66,1,0.824,38.59,4.18,34.41,2,2,6,1,1,0,0,4617.7,7.9
*data,2412A00114.HDF,1-SD,1-AT,73303,27.23,3,0.53,42.12,0.86,41.26,2,2,1.5,1,2,0,0,4617.7,7.9
*data,2412A00123.HDF,1-SD,1-AT,87096,20.81,1,0.824,32.91,1.05,31.86,2,2,1.5,1,1,0,0,4617.7,7.9
*data,2412A00130.HDF,1-SD,1-AT,70504,26.19,3,0.53,23.38,0.60,22.78,2,2,1.5,1,2,0,1,4617.7,7.9
*data,2412A00131.HDF,1-SD,1-AT,73734,27.39,3,0.53,37.07,3.39,33.68,2,2,4,1,2,1,1,4617.7,7.9
*data,2412A00136.HDF,1-SD,1-AT,82325,19.67,1,0.824,24.24,0.47,23.77,2,2,1.5,3,2,0,1,4617.7,7.9
*data,2412A00139.HDF,1-SD,1-AT,93123,22.25,1,0.824,35.06,2.72,32.34,2,2,4,1,2,0,0.5,4617.7,7.9
*data,2412A00142.HDF,1-SD,1-AT,60854,14.54,1,0.824,32.10,1.26,30.84,2,2,4,1,1,0,0,4617.7,7.9
*data,2412A00144.HDF,1-SD,1-AT,66412,24.67,3,0.53,25.65,0.82,24.83,2,2,1.5,2,1,0,0,4617.7,7.9
*data,2412A00151.HDF,1-SD,1-AT,70288,26.11,3,0.53,38.85,0.94,37.91,2,2,6,1,1,0,0,4617.7,7.9
*data,2412A00166.HDF,1-SD,1-AT,78391,18.73,1,0.824,41.51,1.25,40.26,2,2,1.5,1,1,0,0,4617.7,7.9
*data,2412A00168.HDF,1-SD,1-AT,70355,16.81,1,0.824,23.02,1.63,21.39,2,2,6,3,1,0,0,4617.7,7.9
*data,2412A00169.HDF,1-SD,1-AT,95048,22.71,1,0.824,23.51,1.02,22.49,2,2,6,2,3,0,0.33,4617.7,7.9
*data,2412A00188.HDF,1-SD,1-AT,87975,21.02,1,0.824,41.31,4.45,36.86,2,2,4,1,4,0,0.5,4617.7,7.9
*data,2412A00190.HDF,1-SD,1-AT,82451,19.70,1,0.824,27.33,0.81,26.52,2,2,1.5,1,1,0,0,4617.7,7.9
*data,2412A00192.HDF,1-SD,1-AT,88854,21.23,1,0.824,40.44,4.09,36.35,2,2,4,1,4,0,1,4617.7,7.9
*data,2412A00194.HDF,1-SD,1-AT,77512,18.52,1,0.824,29.52,0.73,28.79,2,2,1.5,1,2,1,1,4617.7,7.9
*data,2413A00007.HDF,1-SD,1-AT,95467,22.81,1,0.824,46.51,5.17,41.34,2,2,4,3,2,2,0.5,4030.8,7.9
*data,2413A00014.HDF,1-SD,1-AT,74380,27.63,3,0.53,67.07,3.26,63.81,2,2,6,1,3,1,0.66,4030.8,7.9
*data,2413A00022.HDF,1-SD,1-AT,60435,22.45,3,0.53,29.89,0.00,29.89,2,2,0,3,1,1,1,4030.8,7.9
*data,2413A00040.HDF,1-SD,1-AT,75921,18.14,1,0.824,26.03,0.24,25.79,2,2,4,3,2,3,1,4030.8,7.9
*data,2413A00063.HDF,1-SD,1-AT,61243,22.75,3,0.53,26.49,0.26,26.23,2,2,6,3,2,0,1,4030.8,7.9
*data,2413A00105.HDF,1-SD,1-AT,77554,18.53,1,0.824,28.63,2.43,26.20,2,2,4,3,1,1,1,4030.8,7.9
*data,2414A00017.HDF,1-SD,1-AT,103503,24.73,1,0.824,52.59,3.22,49.37,2,2,6,2,2,3,1,4030.8,7.9
*data,2414A00020.HDF,1-SD,1-AT,63504,23.59,3,0.53,26.31,1.01,25.30,2,2,1.5,3,2,0,0.5,4030.8,7.9
*data,2414A00022.HDF,1-SD,1-AT,89859,21.47,1,0.824,47.43,7.42,40.01,2,2,4,1,2,0,0,4030.8,7.9
*data,2414A00029.HDF,1-SD,1-AT,82860,30.78,3,0.53,47.21,1.35,45.86,2,2,1.5,1,2,1,1,4030.8,7.9
*data,2414A00037.HDF,1-SD,1-AT,50367,18.71,3,0.53,21.97,0.52,21.45,2,2,1.5,3,1,0,0,4030.8,7.9
*data,2415A00003.HDF,1-SD,1-AT,97643,23.33,1,0.824,31.11,1.85,29.26,2,2,4,1,1,3,0,4617.7,7.9
*data,2415A00018.HDF,1-SD,1-AT,65469,24.32,3,0.53,32.12,2.65,29.47,2,2,4,1,3,0,0.66,4617.7,7.9
*data,2415A00068.HDF,1-SD,1-AT,78095,29.01,3,0.53,40.50,0.00,40.50,2,2,0,1,2,2,0,4617.7,7.9
*data,2415A00078.HDF,1-SD,1-AT,95802,22.89,1,0.824,53.78,3.93,49.85,1,1,4,1,2,3,0,4617.7,7.9
*data,2415A00081.HDF,1-SD,1-AT,98146,23.45,1,0.824,26.81,1.16,25.65,2,2,4,1,1,0,0,4617.7,7.9
*data,2415A00112.HDF,1-SD,1-AT,72741,17.38,1,0.824,34.19,4.52,29.67,2,2,6,1,2,0,1,4617.7,7.9
*data,2415A00113.HDF,1-SD,1-AT,71177,26.44,3,0.53,30.29,0.00,30.29,2,2,0,1,2,1,0.5,4617.7,7.9
*data,2415A00120.HDF,1-SD,1-AT,80464,29.89,3,0.53,36.12,0,36.12,2,2,1.5,1,2,2,0.5,4617.7,7.9
*data,2415A00130.HDF,1-SD,1-AT,83832,20.03,1,0.824,37.16,2.55,34.61,2,2,6,1,2,0,1,4617.7,7.9
*data,2415A00133.HDF,1-SD,1-AT,79186,18.92,1,0.824,52.75,2.37,50.38,2,2,4,3,1,0,0,4617.7,7.9
*data,2415A00141.HDF,1-SD,1-AT,84167,20.11,1,0.824,40.84,0.00,40.84,2,2,0,1,3,0,0.66,4617.7,7.9
