Filename,hse_type,region,HOT2XP_CITY
38WSA00311.HDF,1-SD,5-BC,VICTORIA
38WSA00312.HDF,1-SD,5-BC,VICTORIA
5802A00003.HDF,1-SD,5-BC,VANCOUVER
5802A00006.HDF,1-SD,5-BC,VANCOUVER
5802A00008.HDF,1-SD,5-BC,VANCOUVER
5802A00011.HDF,2-DR,5-BC,VANCOUVER
5802A00017.HDF,1-SD,5-BC,VANCOUVER
5802A00019.HDF,1-SD,5-BC,VANCOUVER
5802A00028.HDF,1-SD,5-BC,VANCOUVER
5802A00032.HDF,1-SD,5-BC,VANCOUVER
5802A00039.HDF,1-SD,5-BC,VANCOUVER
5802A00050.HDF,1-SD,5-BC,VANCOUVER
5802A00064.HDF,1-SD,5-BC,VANCOUVER
5802A00067.HDF,1-SD,5-BC,VANCOUVER
5802A00070.HDF,1-SD,5-BC,VANCOUVER
5802A00073.HDF,1-SD,5-BC,VANCOUVER
5802A00075.HDF,1-SD,5-BC,VANCOUVER
5802A00077.HDF,1-SD,5-BC,VANCOUVER
5802A00082.HDF,2-DR,5-BC,VANCOUVER
5802A00085.HDF,1-SD,5-BC,VANCOUVER
5802A00086.HDF,1-SD,5-BC,VANCOUVER
5802A00090.HDF,2-DR,5-BC,VANCOUVER
5802A00091.HDF,1-SD,5-BC,VANCOUVER
5802A00097.HDF,1-SD,5-BC,VANCOUVER
5802A00102.HDF,1-SD,5-BC,VANCOUVER
5802A00104.HDF,1-SD,5-BC,VANCOUVER
5802A00108.HDF,1-SD,5-BC,VANCOUVER
5802A00109.HDF,1-SD,5-BC,VANCOUVER
5802A00110.HDF,1-SD,5-BC,VANCOUVER
5802A00113.HDF,1-SD,5-BC,VANCOUVER
5802A00116.HDF,1-SD,5-BC,VANCOUVER
5802A00119.HDF,1-SD,5-BC,VANCOUVER
5802A00120.HDF,1-SD,5-BC,VANCOUVER
5802A00125.HDF,1-SD,5-BC,VANCOUVER
5802A00129.HDF,1-SD,5-BC,VANCOUVER
5802A00132.HDF,1-SD,5-BC,VANCOUVER
5802A00133.HDF,2-DR,5-BC,VANCOUVER
5802A00136.HDF,1-SD,5-BC,VANCOUVER
5802A00139.HDF,1-SD,5-BC,VANCOUVER
5802A00140.HDF,1-SD,5-BC,VANCOUVER
5802A00142.HDF,1-SD,5-BC,VANCOUVER
5802A00153.HDF,1-SD,5-BC,VANCOUVER
5802A00155.HDF,2-DR,5-BC,VANCOUVER
5802A00156.HDF,1-SD,5-BC,VANCOUVER
5802A00162.HDF,1-SD,5-BC,VANCOUVER
5802A00166.HDF,1-SD,5-BC,VANCOUVER
5802A00169.HDF,1-SD,5-BC,VANCOUVER
5802A00172.HDF,1-SD,5-BC,VANCOUVER
5803A00002.HDF,1-SD,5-BC,VANCOUVER
5803A00009.HDF,2-DR,5-BC,VANCOUVER
5803A00012.HDF,1-SD,5-BC,VANCOUVER
5803A00019.HDF,1-SD,5-BC,VANCOUVER
5803A00023.HDF,1-SD,5-BC,VANCOUVER
5803A00029.HDF,1-SD,5-BC,ABBOTSFORD
5803A00034.HDF,1-SD,5-BC,VANCOUVER
5803A00039.HDF,1-SD,5-BC,VANCOUVER
5803A00057.HDF,1-SD,5-BC,VANCOUVER
5803A00058.HDF,1-SD,5-BC,VANCOUVER
5804A00005.HDF,1-SD,5-BC,VANCOUVER
5804A00011.HDF,1-SD,5-BC,VANCOUVER
5804A00032.HDF,1-SD,5-BC,VANCOUVER
5804A00039.HDF,1-SD,5-BC,VANCOUVER
5804A00040.HDF,1-SD,5-BC,VANCOUVER
5804A00048.HDF,1-SD,5-BC,VANCOUVER
5804A00054.HDF,1-SD,5-BC,VANCOUVER
5804A00078.HDF,1-SD,5-BC,VANCOUVER
5805A00011.HDF,2-DR,5-BC,VANCOUVER
5805A00013.HDF,1-SD,5-BC,VANCOUVER
5805A00015.HDF,1-SD,5-BC,VANCOUVER
5805A00017.HDF,1-SD,5-BC,VANCOUVER
5805A00019.HDF,1-SD,5-BC,VANCOUVER
5805A00020.HDF,1-SD,5-BC,VANCOUVER
5805A00021.HDF,1-SD,5-BC,VANCOUVER
5805A00023.HDF,1-SD,5-BC,VANCOUVER
5805A00027.HDF,1-SD,5-BC,VANCOUVER
5805A00042.HDF,2-DR,5-BC,VANCOUVER
5805A00052.HDF,1-SD,5-BC,VANCOUVER
5805A00055.HDF,1-SD,5-BC,VANCOUVER
5805A00060.HDF,1-SD,5-BC,VANCOUVER
5805A00064.HDF,2-DR,5-BC,VANCOUVER
5805A00069.HDF,2-DR,5-BC,VANCOUVER
5805A00076.HDF,1-SD,5-BC,VANCOUVER
5805A00085.HDF,1-SD,5-BC,VANCOUVER
5805A00087.HDF,1-SD,5-BC,VANCOUVER
5805A00097.HDF,2-DR,5-BC,VANCOUVER
5806A00006.HDF,1-SD,5-BC,VANCOUVER
5806A00013.HDF,1-SD,5-BC,VANCOUVER
5806A00014.HDF,1-SD,5-BC,VANCOUVER
5806A00015.HDF,1-SD,5-BC,VANCOUVER
5806A00016.HDF,2-DR,5-BC,VANCOUVER
5806A00022.HDF,2-DR,5-BC,VANCOUVER
5806A00034.HDF,2-DR,5-BC,VANCOUVER
5806A00036.HDF,1-SD,5-BC,VANCOUVER
5806A00053.HDF,1-SD,5-BC,VICTORIA
5806A00054.HDF,1-SD,5-BC,VANCOUVER
5807A00007.HDF,1-SD,5-BC,VANCOUVER
5807A00009.HDF,1-SD,5-BC,VANCOUVER
5807A00025.HDF,1-SD,5-BC,VANCOUVER
5807A00026.HDF,1-SD,5-BC,VANCOUVER
5807A00028.HDF,1-SD,5-BC,VANCOUVER
5807A00030.HDF,1-SD,5-BC,VANCOUVER
5807A00036.HDF,1-SD,5-BC,VANCOUVER
5807A00038.HDF,1-SD,5-BC,VANCOUVER
5807A00041.HDF,1-SD,5-BC,VANCOUVER
5807A00042.HDF,1-SD,5-BC,VANCOUVER
5807A00047.HDF,1-SD,5-BC,VANCOUVER
5807A00049.HDF,1-SD,5-BC,VANCOUVER
5807A00051.HDF,1-SD,5-BC,VANCOUVER
5807A00052.HDF,1-SD,5-BC,VANCOUVER
5807A00053.HDF,1-SD,5-BC,VANCOUVER
5807A00059.HDF,1-SD,5-BC,ABBOTSFORD
5807A00061.HDF,1-SD,5-BC,VANCOUVER
5807A00064.HDF,1-SD,5-BC,VANCOUVER
5808A00002.HDF,1-SD,5-BC,VANCOUVER
5808A00003.HDF,1-SD,5-BC,VANCOUVER
5808A00009.HDF,1-SD,5-BC,VANCOUVER
5808A00013.HDF,1-SD,5-BC,VANCOUVER
5808A00034.HDF,1-SD,5-BC,VANCOUVER
5808A00035.HDF,1-SD,5-BC,VANCOUVER
5808A00039.HDF,1-SD,5-BC,VANCOUVER
5808A00047.HDF,2-DR,5-BC,VANCOUVER
5808A00049.HDF,1-SD,5-BC,VANCOUVER
5808A00061.HDF,1-SD,5-BC,VANCOUVER
5808A00063.HDF,1-SD,5-BC,VANCOUVER
5808A00069.HDF,1-SD,5-BC,VANCOUVER
5808A00071.HDF,1-SD,5-BC,VANCOUVER
5808A00077.HDF,1-SD,5-BC,VANCOUVER
5808A00085.HDF,1-SD,5-BC,VANCOUVER
5808A00089.HDF,1-SD,5-BC,VANCOUVER
5808A00115.HDF,1-SD,5-BC,VANCOUVER
5808A00117.HDF,1-SD,5-BC,VANCOUVER
5808A00141.HDF,1-SD,5-BC,VANCOUVER
5808A00151.HDF,1-SD,5-BC,VANCOUVER
5808A00167.HDF,1-SD,5-BC,VANCOUVER
5808A00169.HDF,1-SD,5-BC,VANCOUVER
5808A00171.HDF,2-DR,5-BC,VANCOUVER
5808A00173.HDF,2-DR,5-BC,VANCOUVER
5808A00178.HDF,1-SD,5-BC,VANCOUVER
5808A00182.HDF,2-DR,5-BC,VANCOUVER
5808A00187.HDF,1-SD,5-BC,VANCOUVER
5808A00188.HDF,1-SD,5-BC,VANCOUVER
5808A00190.HDF,1-SD,5-BC,VANCOUVER
