Filename,hse_type,region,wndw_favourite_code
1147A00503.HDF,1-SD,3-OT,200004
1147A00511.HDF,1-SD,3-OT,200002
1147A00512.HDF,1-SD,3-OT,200004
1147A00513.HDF,1-SD,3-OT,200004
1147A00527.HDF,1-SD,3-OT,200000
1147A00533.HDF,1-SD,3-OT,200002
1147A00538.HDF,1-SD,3-OT,200002
1147A00543.HDF,1-SD,3-OT,200002
1147A00544.HDF,1-SD,3-OT,200002
1147A00558.HDF,1-SD,3-OT,200002
1147A00564.HDF,1-SD,3-OT,234004
1147A00566.HDF,2-DR,3-OT,200002
1147A00570.HDF,1-SD,3-OT,200004
1147A00571.HDF,1-SD,3-OT,200002
1147A00572.HDF,1-SD,3-OT,200000
1147A00583.HDF,2-DR,3-OT,200002
1147A00588.HDF,2-DR,3-OT,200004
1147A00594.HDF,1-SD,3-OT,200004
1147A00595.HDF,1-SD,3-OT,200004
1147A00600.HDF,2-DR,3-OT,200002
1147A00607.HDF,1-SD,3-OT,200000
1147A00617.HDF,1-SD,3-OT,200002
1147A00619.HDF,1-SD,3-OT,200004
1147A00630.HDF,1-SD,3-OT,200004
1147A00631.HDF,1-SD,3-OT,200004
1147A00638.HDF,1-SD,3-OT,200002
1147A00640.HDF,1-SD,3-OT,200004
1147A00643.HDF,1-SD,3-OT,200002
1147A00644.HDF,1-SD,3-OT,200002
1147A00647.HDF,1-SD,3-OT,200004
1147A00648.HDF,1-SD,3-OT,200004
1147A00650.HDF,1-SD,3-OT,200002
1147A00657.HDF,2-DR,3-OT,200000
1147A00671.HDF,1-SD,3-OT,200004
1147A00691.HDF,1-SD,3-OT,200004
1147A00708.HDF,2-DR,3-OT,200002
1147A00713.HDF,1-SD,3-OT,200002
1147A00716.HDF,1-SD,3-OT,200004
1147A00719.HDF,1-SD,3-OT,200004
1147A00722.HDF,1-SD,3-OT,334004
1147A00723.HDF,1-SD,3-OT,200002
1148A00053.HDF,2-DR,3-OT,200004
1148A00061.HDF,2-DR,3-OT,200004
1148A00103.HDF,1-SD,3-OT,200004
1148A00104.HDF,2-DR,3-OT,200004
1148A00109.HDF,2-DR,3-OT,200004
1148A00115.HDF,1-SD,3-OT,200002
1148A00132.HDF,2-DR,3-OT,200002
1148A00134.HDF,1-SD,3-OT,200202
1148A00192.HDF,1-SD,3-OT,200004
1148A00194.HDF,2-DR,3-OT,200002
1148A00196.HDF,1-SD,3-OT,200004
1148A00198.HDF,2-DR,3-OT,200002
1148A00203.HDF,2-DR,3-OT,200004
1148A00213.HDF,1-SD,3-OT,200004
1148A00217.HDF,1-SD,3-OT,200002
1148A00226.HDF,1-SD,3-OT,200202
1148A00289.HDF,1-SD,3-OT,200004
1148A00327.HDF,2-DR,3-OT,200000
1148A00359.HDF,1-SD,3-OT,200004
1148A00396.HDF,2-DR,3-OT,200004
1149A00089.HDF,1-SD,3-OT,234004
1149A00094.HDF,1-SD,3-OT,200022
1149A00102.HDF,1-SD,3-OT,200004
1149A00117.HDF,2-DR,3-OT,200022
1149A00123.HDF,1-SD,3-OT,200002
1149A00124.HDF,1-SD,3-OT,234004
1149A00125.HDF,1-SD,3-OT,200002
1149A00126.HDF,1-SD,3-OT,200202
1149A00130.HDF,1-SD,3-OT,200004
1149A00134.HDF,1-SD,3-OT,200002
1149A00138.HDF,1-SD,3-OT,200004
1149A00140.HDF,1-SD,3-OT,200004
1149A00146.HDF,1-SD,3-OT,200004
1150A00011.HDF,1-SD,3-OT,200002
1150A00039.HDF,1-SD,3-OT,200002
1150A00077.HDF,1-SD,3-OT,200024
1150A00078.HDF,1-SD,3-OT,200002
1150A00080.HDF,1-SD,3-OT,200000
1150A00082.HDF,1-SD,3-OT,200002
1150A00096.HDF,1-SD,3-OT,200002
1150A00101.HDF,1-SD,3-OT,200002
1150A00116.HDF,1-SD,3-OT,231004
1150A00120.HDF,1-SD,3-OT,231004
1150A00122.HDF,1-SD,3-OT,200004
1150A00123.HDF,2-DR,3-OT,200002
1150A00129.HDF,1-SD,3-OT,200002
1150A00140.HDF,1-SD,3-OT,200002
1150A00149.HDF,1-SD,3-OT,200000
1150A00169.HDF,1-SD,3-OT,200022
1150A00180.HDF,1-SD,3-OT,200002
1150A00184.HDF,1-SD,3-OT,200002
1150A00185.HDF,1-SD,3-OT,200004
1150A00196.HDF,1-SD,3-OT,200002
1150A00203.HDF,1-SD,3-OT,200004
1150A00204.HDF,1-SD,3-OT,200002
1150A00208.HDF,1-SD,3-OT,200004
1150A00214.HDF,2-DR,3-OT,200222
1150A00226.HDF,2-DR,3-OT,200004
1150A00228.HDF,2-DR,3-OT,200004
1150A00229.HDF,1-SD,3-OT,200022
1150A00230.HDF,1-SD,3-OT,200002
1150A00234.HDF,1-SD,3-OT,200022
1151A00038.HDF,1-SD,3-OT,234004
1151A00047.HDF,1-SD,3-OT,200002
1151A00051.HDF,1-SD,3-OT,202002
1151A00053.HDF,1-SD,3-OT,234004
1151A00054.HDF,2-DR,3-OT,200004
1151A00068.HDF,1-SD,3-OT,200002
1151A00073.HDF,1-SD,3-OT,200002
1151A00081.HDF,1-SD,3-OT,200002
1151A00082.HDF,1-SD,3-OT,200002
1151A00106.HDF,1-SD,3-OT,100002
1151A00118.HDF,1-SD,3-OT,200002
1151A00121.HDF,1-SD,3-OT,200002
1151A00122.HDF,1-SD,3-OT,200002
1151A00132.HDF,1-SD,3-OT,200004
1151A00140.HDF,1-SD,3-OT,200002
1151A00513.HDF,1-SD,3-OT,200002
1151A00521.HDF,1-SD,3-OT,200002
1151A00522.HDF,1-SD,3-OT,200002
1151A00526.HDF,1-SD,3-OT,200002
1151A00527.HDF,1-SD,3-OT,200000
1151A00531.HDF,1-SD,3-OT,200002
1151A00533.HDF,1-SD,3-OT,200002
1151A00542.HDF,1-SD,3-OT,200002
1151A00548.HDF,1-SD,3-OT,234004
1151A00549.HDF,1-SD,3-OT,200002
1151A00550.HDF,1-SD,3-OT,200004
1151A00551.HDF,1-SD,3-OT,234004
1151A00558.HDF,1-SD,3-OT,200002
1151A00559.HDF,1-SD,3-OT,200004
1151A00561.HDF,1-SD,3-OT,301002
1151A00564.HDF,1-SD,3-OT,200002
1151A00573.HDF,1-SD,3-OT,200004
1151A00575.HDF,1-SD,3-OT,200004
1151A00579.HDF,1-SD,3-OT,234004
1151A00580.HDF,1-SD,3-OT,200002
1151A00584.HDF,1-SD,3-OT,234000
1151A00587.HDF,1-SD,3-OT,234004
1151A00589.HDF,1-SD,3-OT,200202
1151A00590.HDF,1-SD,3-OT,234004
1151A00600.HDF,1-SD,3-OT,234004
1151A00604.HDF,1-SD,3-OT,200002
1151A00622.HDF,1-SD,3-OT,200002
1151A00633.HDF,1-SD,3-OT,200002
1151A00634.HDF,1-SD,3-OT,234004
1151A00636.HDF,1-SD,3-OT,200000
1151A00650.HDF,1-SD,3-OT,200004
1151A00662.HDF,1-SD,3-OT,200002
1151A00666.HDF,1-SD,3-OT,200002
1151A00670.HDF,1-SD,3-OT,234004
1151A00671.HDF,1-SD,3-OT,200004
1151A00675.HDF,1-SD,3-OT,234004
1151A00692.HDF,1-SD,3-OT,234004
1151A00698.HDF,1-SD,3-OT,200002
1151A00704.HDF,1-SD,3-OT,234004
1151A00711.HDF,1-SD,3-OT,200000
1151A00712.HDF,1-SD,3-OT,200002
1151A00719.HDF,1-SD,3-OT,200002
1151A00722.HDF,1-SD,3-OT,200002
1151A00723.HDF,1-SD,3-OT,234004
1151A00740.HDF,1-SD,3-OT,200004
1151A00744.HDF,1-SD,3-OT,200004
1151A00745.HDF,1-SD,3-OT,200004
1151A00749.HDF,1-SD,3-OT,200004
1151A00750.HDF,1-SD,3-OT,200004
1151A00755.HDF,1-SD,3-OT,200002
1151A00764.HDF,1-SD,3-OT,200002
1151A00768.HDF,1-SD,3-OT,200004
1151A00769.HDF,1-SD,3-OT,200004
1151A00770.HDF,2-DR,3-OT,234004
1151A00784.HDF,1-SD,3-OT,200002
1151A00786.HDF,1-SD,3-OT,234004
1151A00787.HDF,1-SD,3-OT,200002
1151A00790.HDF,1-SD,3-OT,200002
1151A00796.HDF,1-SD,3-OT,200002
1151A00807.HDF,1-SD,3-OT,200004
1151A00814.HDF,1-SD,3-OT,200002
1151A00818.HDF,1-SD,3-OT,234004
1151A00821.HDF,1-SD,3-OT,234004
1151A00822.HDF,1-SD,3-OT,200004
1151A00824.HDF,1-SD,3-OT,200000
1151A00830.HDF,1-SD,3-OT,200004
1151A00834.HDF,1-SD,3-OT,200004
1151A00836.HDF,1-SD,3-OT,200004
1151A00849.HDF,1-SD,3-OT,200004
1151A00850.HDF,1-SD,3-OT,234004
1151A00855.HDF,1-SD,3-OT,234004
1151A00858.HDF,1-SD,3-OT,200002
1151A00861.HDF,1-SD,3-OT,200002
1151A00866.HDF,1-SD,3-OT,200000
1151A00867.HDF,1-SD,3-OT,234004
1151A00873.HDF,1-SD,3-OT,200002
1151A00881.HDF,1-SD,3-OT,200002
1151A00882.HDF,1-SD,3-OT,200002
1151A00884.HDF,1-SD,3-OT,200002
1152A00048.HDF,1-SD,3-OT,200002
1152A00054.HDF,2-DR,3-OT,200004
1152A00056.HDF,1-SD,3-OT,200002
1152A00058.HDF,1-SD,3-OT,200002
1152A00063.HDF,1-SD,3-OT,200002
1152A00067.HDF,1-SD,3-OT,200002
1152A00071.HDF,2-DR,3-OT,200002
1152A00075.HDF,1-SD,3-OT,200002
1152A00076.HDF,2-DR,3-OT,200002
1152A00084.HDF,1-SD,3-OT,200002
1152A00087.HDF,2-DR,3-OT,200004
1152A00089.HDF,1-SD,3-OT,200004
1152A00100.HDF,1-SD,3-OT,200004
1152A00116.HDF,2-DR,3-OT,200002
1152A00120.HDF,1-SD,3-OT,200004
1152A00178.HDF,1-SD,3-OT,200002
1152A00196.HDF,1-SD,3-OT,200002
1152A00202.HDF,1-SD,3-OT,200002
1152A00204.HDF,1-SD,3-OT,231002
1152A00207.HDF,2-DR,3-OT,200022
1153A00075.HDF,1-SD,3-OT,202002
1153A00187.HDF,1-SD,3-OT,200002
1153A00216.HDF,1-SD,3-OT,234004
1153A00224.HDF,1-SD,3-OT,200002
1153A00236.HDF,1-SD,3-OT,234004
1153A00242.HDF,1-SD,3-OT,234004
1153A00246.HDF,2-DR,3-OT,200002
1153A00316.HDF,1-SD,3-OT,200002
1153A00322.HDF,1-SD,3-OT,200002
1153A00335.HDF,1-SD,3-OT,234004
1153A00337.HDF,1-SD,3-OT,200004
1153A00343.HDF,1-SD,3-OT,200004
1153A00364.HDF,1-SD,3-OT,234004
1153A00367.HDF,1-SD,3-OT,200002
1153A00368.HDF,1-SD,3-OT,234004
1153A00404.HDF,1-SD,3-OT,200002
1153A00407.HDF,1-SD,3-OT,100002
1153A00423.HDF,1-SD,3-OT,200002
1153A00430.HDF,1-SD,3-OT,200004
1153A00440.HDF,1-SD,3-OT,200002
1153A00441.HDF,1-SD,3-OT,200004
1153A00444.HDF,1-SD,3-OT,234004
1153A00474.HDF,1-SD,3-OT,200002
1153A00483.HDF,2-DR,3-OT,200004
1153A00489.HDF,1-SD,3-OT,200004
1153A00497.HDF,1-SD,3-OT,200002
1153A00500.HDF,1-SD,3-OT,200002
1153A00514.HDF,1-SD,3-OT,200002
1153A00520.HDF,2-DR,3-OT,200004
1153A00531.HDF,1-SD,3-OT,200002
1153A00533.HDF,1-SD,3-OT,234004
1153A00535.HDF,1-SD,3-OT,234004
1153A00545.HDF,1-SD,3-OT,200004
1153A00546.HDF,1-SD,3-OT,234004
1153A00550.HDF,1-SD,3-OT,200002
1153A00552.HDF,1-SD,3-OT,234004
1153A00555.HDF,2-DR,3-OT,200002
1153A00556.HDF,1-SD,3-OT,200002
1153A00571.HDF,1-SD,3-OT,234004
1153A00572.HDF,1-SD,3-OT,200002
1153A00574.HDF,1-SD,3-OT,200002
1153A00589.HDF,1-SD,3-OT,234004
1153A00592.HDF,1-SD,3-OT,234004
1153A00598.HDF,1-SD,3-OT,234002
1153A00611.HDF,1-SD,3-OT,202004
1153A00612.HDF,1-SD,3-OT,200004
1153A00621.HDF,2-DR,3-OT,200002
1153A00622.HDF,1-SD,3-OT,234004
1153A00634.HDF,1-SD,3-OT,234004
1153A00643.HDF,1-SD,3-OT,200004
1153A00671.HDF,1-SD,3-OT,200004
1153A00681.HDF,2-DR,3-OT,234004
1153A00694.HDF,1-SD,3-OT,200002
1153A00696.HDF,1-SD,3-OT,200004
1153A00700.HDF,1-SD,3-OT,200004
1154A00009.HDF,2-DR,3-OT,200004
1154A00013.HDF,1-SD,3-OT,200002
1154A00017.HDF,1-SD,3-OT,200002
1154A00020.HDF,1-SD,3-OT,200002
1154A00034.HDF,1-SD,3-OT,200002
1154A00044.HDF,2-DR,3-OT,200004
1154A00045.HDF,1-SD,3-OT,200004
1154A00050.HDF,1-SD,3-OT,200002
1154A00058.HDF,1-SD,3-OT,200002
1154A00059.HDF,2-DR,3-OT,202004
1154A00065.HDF,1-SD,3-OT,200002
1154A00072.HDF,1-SD,3-OT,200002
1154A00074.HDF,1-SD,3-OT,202002
1154A00081.HDF,1-SD,3-OT,200000
1154A00098.HDF,1-SD,3-OT,200000
1154A00099.HDF,1-SD,3-OT,200002
1154A00111.HDF,1-SD,3-OT,200202
1154A00273.HDF,2-DR,3-OT,200004
1154A00315.HDF,1-SD,3-OT,202002
1154A00327.HDF,1-SD,3-OT,200004
1154A00339.HDF,1-SD,3-OT,200000
1154A00350.HDF,1-SD,3-OT,200002
1154A00355.HDF,1-SD,3-OT,200002
1154A00360.HDF,1-SD,3-OT,200004
1154A00367.HDF,1-SD,3-OT,200004
1154A00368.HDF,1-SD,3-OT,200004
1154A00370.HDF,1-SD,3-OT,202002
1154A00387.HDF,1-SD,3-OT,200004
1154A00392.HDF,1-SD,3-OT,200004
1154A00393.HDF,1-SD,3-OT,202002
1154A00395.HDF,1-SD,3-OT,200002
1154A00398.HDF,1-SD,3-OT,200004
1154A00404.HDF,1-SD,3-OT,202002
1154A00405.HDF,1-SD,3-OT,200004
1154A00413.HDF,1-SD,3-OT,200000
1154A00431.HDF,1-SD,3-OT,202002
1154A00432.HDF,1-SD,3-OT,200002
1154A00433.HDF,1-SD,3-OT,200002
1154A00434.HDF,1-SD,3-OT,200004
1154A00439.HDF,1-SD,3-OT,100002
1154A00450.HDF,1-SD,3-OT,200004
1154A00451.HDF,1-SD,3-OT,200002
1154A00453.HDF,1-SD,3-OT,200004
1154A00455.HDF,1-SD,3-OT,200002
1154A00459.HDF,1-SD,3-OT,200004
1154A00484.HDF,2-DR,3-OT,200000
1154A00492.HDF,1-SD,3-OT,200002
1154A00495.HDF,1-SD,3-OT,100002
1154A00496.HDF,1-SD,3-OT,200004
1154A00505.HDF,1-SD,3-OT,200002
1154A00509.HDF,1-SD,3-OT,202002
1154A00532.HDF,1-SD,3-OT,202002
1154A00534.HDF,1-SD,3-OT,100002
1155A00214.HDF,1-SD,3-OT,200000
1155A00215.HDF,2-DR,3-OT,200000
1155A00216.HDF,1-SD,3-OT,200002
1155A00219.HDF,1-SD,3-OT,200000
1155A00221.HDF,1-SD,3-OT,200002
1155A00225.HDF,1-SD,3-OT,200000
1155A00230.HDF,1-SD,3-OT,200000
1155A00235.HDF,1-SD,3-OT,234004
1155A00270.HDF,1-SD,3-OT,200202
1155A00273.HDF,1-SD,3-OT,200200
1155A00274.HDF,1-SD,3-OT,200000
1155A00295.HDF,2-DR,3-OT,234004
1155A00300.HDF,1-SD,3-OT,200004
1155A00302.HDF,1-SD,3-OT,200004
1155A00303.HDF,1-SD,3-OT,234004
1155A00307.HDF,2-DR,3-OT,200004
1155A00321.HDF,1-SD,3-OT,200000
1155A00325.HDF,1-SD,3-OT,200000
1155A00333.HDF,2-DR,3-OT,200004
1155A00334.HDF,1-SD,3-OT,200000
1155A01003.HDF,1-SD,3-OT,200004
1155A01004.HDF,1-SD,3-OT,200004
1155A01010.HDF,1-SD,3-OT,200002
1155A01011.HDF,1-SD,3-OT,234004
1156A00048.HDF,1-SD,3-OT,200000
1156A00119.HDF,1-SD,3-OT,234004
1156A00125.HDF,1-SD,3-OT,200004
1156A00126.HDF,1-SD,3-OT,100002
1156A00129.HDF,1-SD,3-OT,200002
1156A00132.HDF,1-SD,3-OT,200000
1156A00145.HDF,1-SD,3-OT,200004
1156A00148.HDF,1-SD,3-OT,200004
1156A00157.HDF,1-SD,3-OT,200002
1156A00164.HDF,1-SD,3-OT,200004
1156A00168.HDF,1-SD,3-OT,200002
1156A00173.HDF,1-SD,3-OT,200002
1156A00179.HDF,1-SD,3-OT,200004
1156A00182.HDF,2-DR,3-OT,200032
1156A00190.HDF,1-SD,3-OT,200002
1156A00197.HDF,2-DR,3-OT,200004
1156A00201.HDF,2-DR,3-OT,200004
1156A00213.HDF,1-SD,3-OT,200002
1156A00217.HDF,1-SD,3-OT,200002
1156A00220.HDF,1-SD,3-OT,100002
1156A00223.HDF,1-SD,3-OT,200000
1156A00225.HDF,1-SD,3-OT,200004
1156A00231.HDF,1-SD,3-OT,200024
1157A00001.HDF,2-DR,3-OT,234004
1157A00002.HDF,1-SD,3-OT,200004
1157A00004.HDF,2-DR,3-OT,200000
1157A00072.HDF,2-DR,3-OT,200002
1157A00137.HDF,2-DR,3-OT,200002
1157A00138.HDF,2-DR,3-OT,200002
1157A00139.HDF,2-DR,3-OT,200002
1157A00154.HDF,1-SD,3-OT,200202
1157A00158.HDF,1-SD,3-OT,200002
1157A00166.HDF,1-SD,3-OT,200002
1157A00175.HDF,1-SD,3-OT,200002
1157A00176.HDF,1-SD,3-OT,200002
1157A00177.HDF,1-SD,3-OT,200002
1157A00182.HDF,1-SD,3-OT,234002
1157A00187.HDF,1-SD,3-OT,200002
1157A00192.HDF,2-DR,3-OT,200004
1157A00193.HDF,1-SD,3-OT,234004
1157A00199.HDF,1-SD,3-OT,234004
1157A00202.HDF,1-SD,3-OT,200002
1157A00203.HDF,1-SD,3-OT,200004
1157A00206.HDF,1-SD,3-OT,200004
1157A00207.HDF,1-SD,3-OT,202002
1157A00210.HDF,2-DR,3-OT,200002
1157A00212.HDF,1-SD,3-OT,234004
1157A00248.HDF,1-SD,3-OT,200004
1157A00262.HDF,1-SD,3-OT,234004
1157A00264.HDF,1-SD,3-OT,200002
1157A00275.HDF,2-DR,3-OT,200002
1157A00279.HDF,1-SD,3-OT,200002
1157A00280.HDF,1-SD,3-OT,200002
1157A00289.HDF,1-SD,3-OT,200002
1157A00292.HDF,1-SD,3-OT,234004
1157A00297.HDF,1-SD,3-OT,234004
1157A00299.HDF,2-DR,3-OT,234004
1157A00300.HDF,1-SD,3-OT,202002
1157A00303.HDF,1-SD,3-OT,234004
1157A00340.HDF,1-SD,3-OT,200202
1157A00341.HDF,2-DR,3-OT,234004
1157A00350.HDF,1-SD,3-OT,200002
1157A00352.HDF,2-DR,3-OT,234004
1157A00358.HDF,1-SD,3-OT,234004
1157A00361.HDF,1-SD,3-OT,200002
1157A00367.HDF,1-SD,3-OT,234004
1157A00369.HDF,1-SD,3-OT,200002
1157A00371.HDF,1-SD,3-OT,234004
1157A00381.HDF,2-DR,3-OT,243246
1157A00383.HDF,2-DR,3-OT,200000
1157A00387.HDF,2-DR,3-OT,200000
1157A00390.HDF,2-DR,3-OT,200000
1157A00398.HDF,1-SD,3-OT,200002
1157A00401.HDF,1-SD,3-OT,200000
1157A00402.HDF,1-SD,3-OT,200004
1157A00414.HDF,1-SD,3-OT,234004
1157A00431.HDF,1-SD,3-OT,200002
1157A00436.HDF,1-SD,3-OT,234004
1157A00443.HDF,1-SD,3-OT,200002
1158A00149.HDF,1-SD,3-OT,230224
1158A00162.HDF,1-SD,3-OT,234004
1158A00165.HDF,1-SD,3-OT,200002
1158A00173.HDF,1-SD,3-OT,231002
1158A00179.HDF,2-DR,3-OT,231004
1158A00190.HDF,1-SD,3-OT,200000
1158A00194.HDF,1-SD,3-OT,200000
1158A00221.HDF,1-SD,3-OT,200004
1158A00283.HDF,1-SD,3-OT,231024
1158A00291.HDF,1-SD,3-OT,200202
1158A00295.HDF,1-SD,3-OT,234004
1158A00297.HDF,1-SD,3-OT,200004
1158A00300.HDF,1-SD,3-OT,200002
1158A00301.HDF,1-SD,3-OT,200004
1158A00310.HDF,2-DR,3-OT,200004
1158A00311.HDF,1-SD,3-OT,200002
1158A00317.HDF,1-SD,3-OT,234004
1158A00325.HDF,1-SD,3-OT,200000
1158A00328.HDF,1-SD,3-OT,200202
1158A00332.HDF,1-SD,3-OT,234004
1158A00337.HDF,1-SD,3-OT,200004
1158A00338.HDF,1-SD,3-OT,231004
1158A00350.HDF,1-SD,3-OT,200002
1158A00358.HDF,1-SD,3-OT,234002
1158A00368.HDF,1-SD,3-OT,200000
1158A00373.HDF,1-SD,3-OT,200002
1158A00389.HDF,1-SD,3-OT,200202
1158A00397.HDF,1-SD,3-OT,200002
1158A00398.HDF,1-SD,3-OT,200004
1158A00400.HDF,1-SD,3-OT,200002
1158A00409.HDF,2-DR,3-OT,200000
1158A00414.HDF,1-SD,3-OT,200002
1158A00422.HDF,1-SD,3-OT,200004
1158A00445.HDF,1-SD,3-OT,200004
1158A00448.HDF,1-SD,3-OT,200202
1158A00450.HDF,2-DR,3-OT,200002
1158A00454.HDF,1-SD,3-OT,231004
1158A00455.HDF,1-SD,3-OT,200002
1158A00465.HDF,2-DR,3-OT,200002
1159A00001.HDF,1-SD,3-OT,200004
1159A00007.HDF,1-SD,3-OT,200004
1159A00008.HDF,1-SD,3-OT,200004
1159A00010.HDF,1-SD,3-OT,200004
1159A00018.HDF,1-SD,3-OT,200004
1159A00019.HDF,1-SD,3-OT,200002
1159A00025.HDF,1-SD,3-OT,200002
1159A00039.HDF,1-SD,3-OT,200002
1159A00041.HDF,1-SD,3-OT,202002
1159A00043.HDF,1-SD,3-OT,202004
1159A00054.HDF,1-SD,3-OT,202004
1159A00058.HDF,1-SD,3-OT,202004
1159A00075.HDF,1-SD,3-OT,200002
1159A00078.HDF,1-SD,3-OT,100002
1159A00088.HDF,2-DR,3-OT,200004
1159A00089.HDF,2-DR,3-OT,200000
1159A00091.HDF,1-SD,3-OT,200000
1159A00098.HDF,1-SD,3-OT,200000
1159A00171.HDF,1-SD,3-OT,200002
1159A00172.HDF,2-DR,3-OT,200000
1159A00173.HDF,2-DR,3-OT,200000
1159A00312.HDF,2-DR,3-OT,200000
1160A00148.HDF,2-DR,3-OT,200000
1160A00161.HDF,2-DR,3-OT,200000
1160A00219.HDF,1-SD,3-OT,200000
1160A00223.HDF,2-DR,3-OT,200202
1160A00235.HDF,1-SD,3-OT,234004
1160A00244.HDF,1-SD,3-OT,200000
1160A00248.HDF,1-SD,3-OT,200022
1160A00260.HDF,1-SD,3-OT,234000
1160A00368.HDF,2-DR,3-OT,200004
1160A00370.HDF,1-SD,3-OT,200002
1160A00377.HDF,2-DR,3-OT,200000
1160A00391.HDF,2-DR,3-OT,200002
1160A00399.HDF,2-DR,3-OT,200000
1160A00406.HDF,1-SD,3-OT,234024
1160A00407.HDF,2-DR,3-OT,200000
1160A00408.HDF,2-DR,3-OT,200000
1160A00409.HDF,2-DR,3-OT,200000
1160A00411.HDF,2-DR,3-OT,200002
1160A00412.HDF,2-DR,3-OT,200000
1160A00414.HDF,2-DR,3-OT,200000
1160A00420.HDF,2-DR,3-OT,200020
1160A00461.HDF,1-SD,3-OT,200000
1160A00479.HDF,1-SD,3-OT,200002
1160A00487.HDF,1-SD,3-OT,234004
1160A00491.HDF,2-DR,3-OT,200004
1160A00496.HDF,2-DR,3-OT,200000
1160A00500.HDF,1-SD,3-OT,200020
1160A00507.HDF,1-SD,3-OT,200002
1160A00520.HDF,1-SD,3-OT,200024
1160A00526.HDF,2-DR,3-OT,200004
1160A00529.HDF,1-SD,3-OT,200002
1160A00530.HDF,1-SD,3-OT,200002
1160A00540.HDF,2-DR,3-OT,200020
1160A00544.HDF,1-SD,3-OT,234004
1160A00550.HDF,1-SD,3-OT,234004
1160A00552.HDF,2-DR,3-OT,200020
1160A00553.HDF,1-SD,3-OT,234002
1160A00559.HDF,2-DR,3-OT,200004
1160A00560.HDF,1-SD,3-OT,200024
1160A00562.HDF,1-SD,3-OT,200022
1160A00567.HDF,1-SD,3-OT,200002
1160A00568.HDF,2-DR,3-OT,200004
1160A00572.HDF,1-SD,3-OT,200002
1160A00573.HDF,1-SD,3-OT,200002
1160A00577.HDF,1-SD,3-OT,200002
1160A00592.HDF,1-SD,3-OT,200002
1160A00606.HDF,1-SD,3-OT,200022
1160A00608.HDF,1-SD,3-OT,200024
1160A00609.HDF,2-DR,3-OT,200004
1160A00625.HDF,1-SD,3-OT,200002
1160A00628.HDF,2-DR,3-OT,200024
1160A00652.HDF,1-SD,3-OT,200002
1161A00070.HDF,1-SD,3-OT,200002
1161A00095.HDF,2-DR,3-OT,200004
1161A00147.HDF,2-DR,3-OT,100002
1161A00196.HDF,1-SD,3-OT,200002
1161A00197.HDF,1-SD,3-OT,200004
1161A00203.HDF,1-SD,3-OT,200002
1161A00206.HDF,2-DR,3-OT,200000
1161A00209.HDF,1-SD,3-OT,200000
1161A00227.HDF,2-DR,3-OT,234004
1161A00317.HDF,2-DR,3-OT,200000
1161A00338.HDF,1-SD,3-OT,200000
1161A00349.HDF,1-SD,3-OT,200000
1161A00378.HDF,2-DR,3-OT,200000
1161A00398.HDF,2-DR,3-OT,200000
1161A00416.HDF,2-DR,3-OT,200000
1161A00428.HDF,1-SD,3-OT,200000
1161A00430.HDF,2-DR,3-OT,200000
1161A00442.HDF,2-DR,3-OT,200020
1161A00448.HDF,1-SD,3-OT,200004
1161A00452.HDF,1-SD,3-OT,200002
1161A00461.HDF,2-DR,3-OT,200002
1161A00469.HDF,2-DR,3-OT,200000
1161A00470.HDF,2-DR,3-OT,200000
1161A00474.HDF,1-SD,3-OT,200000
1161A00496.HDF,1-SD,3-OT,200002
1161A00501.HDF,2-DR,3-OT,200004
1161A00505.HDF,2-DR,3-OT,200002
1161A00524.HDF,2-DR,3-OT,200000
1161A00526.HDF,2-DR,3-OT,200002
1161A00532.HDF,1-SD,3-OT,200002
1161A00561.HDF,1-SD,3-OT,200202
1161A00572.HDF,1-SD,3-OT,200000
1161A00577.HDF,2-DR,3-OT,200000
1161A00598.HDF,2-DR,3-OT,200002
1161A00612.HDF,1-SD,3-OT,200002
1161A00625.HDF,2-DR,3-OT,200000
1163A00212.HDF,1-SD,3-OT,234004
1163A00214.HDF,1-SD,3-OT,234004
1163A00215.HDF,2-DR,3-OT,200002
1163A00216.HDF,1-SD,3-OT,200002
1163A00223.HDF,1-SD,3-OT,234004
1163A00228.HDF,1-SD,3-OT,202000
1163A00233.HDF,1-SD,3-OT,200002
1163A00318.HDF,1-SD,3-OT,231004
1163A00324.HDF,1-SD,3-OT,200002
1163A00329.HDF,1-SD,3-OT,200004
1163A00340.HDF,2-DR,3-OT,202002
1163A00342.HDF,1-SD,3-OT,200004
1163A00344.HDF,1-SD,3-OT,234004
1163A00346.HDF,1-SD,3-OT,200002
1163A00347.HDF,1-SD,3-OT,200002
1163A00360.HDF,1-SD,3-OT,202002
1163A00361.HDF,1-SD,3-OT,234004
1163A00368.HDF,1-SD,3-OT,200202
1164A00110.HDF,2-DR,3-OT,200002
1164A00119.HDF,1-SD,3-OT,200000
1164A00125.HDF,1-SD,3-OT,200002
1164A00129.HDF,1-SD,3-OT,234004
1164A00139.HDF,1-SD,3-OT,200022
1164A00146.HDF,1-SD,3-OT,200002
1164A00161.HDF,1-SD,3-OT,200002
1164A00177.HDF,1-SD,3-OT,200204
1164A00178.HDF,2-DR,3-OT,200022
1164A00185.HDF,1-SD,3-OT,200004
1164A00193.HDF,1-SD,3-OT,200002
1164A00207.HDF,1-SD,3-OT,200002
