*header,Filename,GJ,kWh
*data,2411A00080.HDF,23.76,6601
*data,2411A00080.HDF.No-Dryer,18.81,5224
*data,2411A00085.HDF,38.09,10581
*data,2411A00085.HDF.No-Dryer,33.35,9264
*data,2411A00091.HDF,39.60,11000
*data,2411A00091.HDF.No-Dryer,34.62,9617
*data,2411A00098.HDF,49.43,13730
*data,2411A00098.HDF.No-Dryer,45.19,12553
*data,2411A00107.HDF,23.45,6513
*data,2411A00107.HDF.No-Dryer,22.90,6362
*data,2411A00116.HDF,33.34,9262
*data,2411A00116.HDF.No-Dryer,32.82,9116
*data,2411A00133.HDF,34.66,9629
*data,2411A00133.HDF.No-Dryer,33.35,9263
*data,2411A00181.HDF,26.56,7377
*data,2411A00181.HDF.No-Dryer,26.09,7246
*data,2411A00201.HDF,47.89,13303
*data,2411A00201.HDF.No-Dryer,46.00,12777
*data,2411A00212.HDF,45.40,12610
*data,2411A00212.HDF.No-Dryer,37.61,10449
*data,2411A00231.HDF,48.11,13364
*data,2411A00231.HDF.No-Dryer,46.67,12965
*data,2411A00258.HDF,53.68,14912
*data,2411A00258.HDF.No-Dryer,48.19,13385
*data,2411A00260.HDF,27.84,7735
*data,2411A00260.HDF.No-Dryer,27.07,7521
*data,2411A00261.HDF,47.30,13139
*data,2411A00261.HDF.No-Dryer,45.00,12501
*data,2411A00264.HDF,40.23,11176
*data,2411A00264.HDF.No-Dryer,39.65,11013
*data,2411A00266.HDF,37.59,10442
*data,2411A00266.HDF.No-Dryer,33.92,9422
*data,2411A00282.HDF,26.49,7359
*data,2411A00282.HDF.No-Dryer,26.23,7287
*data,2411A00287.HDF,42.84,11900
*data,2411A00287.HDF.No-Dryer,42.15,11709
*data,2411A00295.HDF,46.37,12882
*data,2411A00295.HDF.No-Dryer,41.76,11599
*data,2411A00296.HDF,49.64,13789
*data,2411A00296.HDF.No-Dryer,45.95,12763
*data,2411A00302.HDF,28.35,7876
*data,2411A00302.HDF.No-Dryer,27.61,7669
*data,2411A00310.HDF,38.56,10711
*data,2411A00310.HDF.No-Dryer,37.40,10389
*data,2411A00315.HDF,32.46,9017
*data,2411A00315.HDF.No-Dryer,29.31,8142
*data,2411A00334.HDF,28.11,7808
*data,2411A00334.HDF.No-Dryer,25.91,7196
*data,2411A00335.HDF,36.84,10233
*data,2411A00335.HDF.No-Dryer,34.47,9575
*data,2411A00352.HDF,64.31,17863
*data,2411A00352.HDF.No-Dryer,63.61,17669
*data,2411A00359.HDF,56.19,15607
*data,2411A00359.HDF.No-Dryer,53.97,14992
*data,2411A00362.HDF,30.68,8522
*data,2411A00362.HDF.No-Dryer,28.18,7827
*data,2411A00374.HDF,26.19,7276
*data,2411A00374.HDF.No-Dryer,25.98,7217
*data,2411A00406.HDF,40.75,11319
*data,2411A00406.HDF.No-Dryer,37.82,10505
*data,2411A00413.HDF,32.97,9159
*data,2411A00413.HDF.No-Dryer,40.96,11378
*data,2412A00008.HDF,48.58,13494
*data,2412A00008.HDF.No-Dryer,42.23,11732
*data,2412A00014.HDF,44.88,12466
*data,2412A00014.HDF.No-Dryer,41.71,11585
*data,2412A00015.HDF,25.98,7217
*data,2412A00015.HDF.No-Dryer,22.03,6121
*data,2412A00018.HDF,44.38,12327
*data,2412A00018.HDF.No-Dryer,41.41,11503
*data,2412A00035.HDF,33.58,9328
*data,2412A00035.HDF.No-Dryer,31.53,8758
*data,2412A00082.HDF,36.96,10268
*data,2412A00082.HDF.No-Dryer,32.45,9013
*data,2412A00097.HDF,27.59,7663
*data,2412A00097.HDF.No-Dryer,24.88,6911
*data,2412A00104.HDF,23.21,6448
*data,2412A00104.HDF.No-Dryer,22.23,6175
*data,2412A00105.HDF,33.40,9277
*data,2412A00105.HDF.No-Dryer,30.03,8342
*data,2412A00109.HDF,38.59,10718
*data,2412A00109.HDF.No-Dryer,34.41,9557
*data,2412A00114.HDF,42.12,11701
*data,2412A00114.HDF.No-Dryer,41.26,11462
*data,2412A00123.HDF,32.91,9142
*data,2412A00123.HDF.No-Dryer,31.86,8851
*data,2412A00130.HDF,23.38,6495
*data,2412A00130.HDF.No-Dryer,22.78,6328
*data,2412A00131.HDF,37.07,10296
*data,2412A00131.HDF.No-Dryer,33.68,9357
*data,2412A00136.HDF,24.24,6734
*data,2412A00136.HDF.No-Dryer,23.77,6602
*data,2412A00139.HDF,35.06,9740
*data,2412A00139.HDF.No-Dryer,32.34,8982
*data,2412A00142.HDF,32.10,8917
*data,2412A00142.HDF.No-Dryer,30.84,8565
*data,2412A00144.HDF,25.65,7124
*data,2412A00144.HDF.No-Dryer,24.83,6896
*data,2412A00151.HDF,38.85,10792
*data,2412A00151.HDF.No-Dryer,37.91,10530
*data,2412A00166.HDF,41.51,11531
*data,2412A00166.HDF.No-Dryer,40.26,11182
*data,2412A00168.HDF,23.02,6394
*data,2412A00168.HDF.No-Dryer,21.39,5943
*data,2412A00169.HDF,23.51,6530
*data,2412A00169.HDF.No-Dryer,22.49,6248
*data,2412A00188.HDF,41.31,11475
*data,2412A00188.HDF.No-Dryer,36.86,10238
*data,2412A00190.HDF,27.33,7592
*data,2412A00190.HDF.No-Dryer,26.52,7367
*data,2412A00192.HDF,40.44,11234
*data,2412A00192.HDF.No-Dryer,36.35,10096
*data,2412A00194.HDF,29.52,8200
*data,2412A00194.HDF.No-Dryer,28.79,7996
*data,2413A00007.HDF,46.51,12919
*data,2413A00007.HDF.No-Dryer,41.34,11484
*data,2413A00014.HDF,67.07,18632
*data,2413A00014.HDF.No-Dryer,63.81,17726
*data,2413A00022.HDF,29.89,8303
*data,2413A00022.HDF.No-Dryer,29.89,8303
*data,2413A00040.HDF,26.03,7230
*data,2413A00040.HDF.No-Dryer,25.79,7165
*data,2413A00063.HDF,26.49,7359
*data,2413A00063.HDF.No-Dryer,26.23,7285
*data,2413A00105.HDF,28.63,7953
*data,2413A00105.HDF.No-Dryer,26.20,7277
*data,2414A00017.HDF,52.59,14607
*data,2414A00017.HDF.No-Dryer,49.37,13713
*data,2414A00020.HDF,26.31,7307
*data,2414A00020.HDF.No-Dryer,25.30,7027
*data,2414A00022.HDF,47.43,13174
*data,2414A00022.HDF.No-Dryer,40.01,11113
*data,2414A00029.HDF,47.21,13114
*data,2414A00029.HDF.No-Dryer,45.86,12738
*data,2414A00037.HDF,21.97,6104
*data,2414A00037.HDF.No-Dryer,21.45,5957
*data,2415A00003.HDF,31.11,8641
*data,2415A00003.HDF.No-Dryer,29.26,8127
*data,2415A00018.HDF,32.12,8923
*data,2415A00018.HDF.No-Dryer,29.47,8185
*data,2415A00068.HDF,40.50,11251
*data,2415A00068.HDF.No-Dryer,40.50,11251
*data,2415A00078.HDF,53.78,14939
*data,2415A00078.HDF.No-Dryer,49.85,13848
*data,2415A00081.HDF,26.81,7447
*data,2415A00081.HDF.No-Dryer,25.65,7126
*data,2415A00112.HDF,34.19,9497
*data,2415A00112.HDF.No-Dryer,29.67,8240
*data,2415A00113.HDF,30.29,8414
*data,2415A00113.HDF.No-Dryer,30.29,8414
*data,2415A00120.HDF,36.12,10035
*data,2415A00120.HDF.No-Dryer,36.45,10124
*data,2415A00130.HDF,37.16,10323
*data,2415A00130.HDF.No-Dryer,34.61,9613
*data,2415A00133.HDF,52.75,14653
*data,2415A00133.HDF.No-Dryer,50.38,13995
*data,2415A00141.HDF,40.84,11344
*data,2415A00141.HDF.No-Dryer,40.84,11344
*data,2415A00154.HDF,34.59,9609
*data,2415A00154.HDF.No-Dryer,31.29,8691
*data,2415A00167.HDF,32.80,9110
*data,2415A00167.HDF.No-Dryer,30.45,8458
*data,2415A00168.HDF,23.15,6432
*data,2415A00168.HDF.No-Dryer,22.82,6340
*data,2415A00173.HDF,32.34,8984
*data,2415A00173.HDF.No-Dryer,30.35,8431
*data,2415A00174.HDF,25.06,6961
*data,2415A00174.HDF.No-Dryer,24.32,6754
*data,2415A00205.HDF,39.07,10853
*data,2415A00205.HDF.No-Dryer,35.42,9839
*data,2415A00206.HDF,28.65,7959
*data,2415A00206.HDF.No-Dryer,27.64,7677
*data,2415A00215.HDF,41.54,11538
*data,2415A00215.HDF.No-Dryer,35.44,9844
*data,2415A00218.HDF,38.20,10611
*data,2415A00218.HDF.No-Dryer,36.80,10221
*data,2415A00240.HDF,25.14,6983
*data,2415A00240.HDF.No-Dryer,24.39,6775
*data,2415A00243.HDF,28.05,7790
*data,2415A00243.HDF.No-Dryer,25.62,7118
*data,2415A00255.HDF,35.33,9815
*data,2415A00255.HDF.No-Dryer,31.50,8751
*data,2415A00285.HDF,24.00,6666
*data,2415A00285.HDF.No-Dryer,27.75,7708
*data,2415A00288.HDF,44.38,12329
*data,2415A00288.HDF.No-Dryer,42.56,11822
*data,2415A00293.HDF,30.74,8538
*data,2415A00293.HDF.No-Dryer,28.41,7891
*data,2415A00303.HDF,36.11,10029
*data,2415A00303.HDF.No-Dryer,41.70,11584
*data,2416A00007.HDF,26.77,7436
*data,2416A00007.HDF.No-Dryer,24.54,6816
*data,2416A00009.HDF,30.90,8583
*data,2416A00009.HDF.No-Dryer,28.68,7968
*data,2416A00010.HDF,33.10,9196
*data,2416A00010.HDF.No-Dryer,28.57,7936
*data,2416A00032.HDF,38.36,10656
*data,2416A00032.HDF.No-Dryer,39.39,10942
*data,2416A00035.HDF,23.77,6602
*data,2416A00035.HDF.No-Dryer,25.67,7130
*data,2416A00087.HDF,35.65,9902
*data,2416A00087.HDF.No-Dryer,32.96,9157
*data,2416A00100.HDF,47.82,13285
*data,2416A00100.HDF.No-Dryer,39.83,11065
*data,2416A00122.HDF,22.04,6123
*data,2416A00122.HDF.No-Dryer,21.16,5877
*data,2416A00151.HDF,27.87,7742
*data,2416A00151.HDF.No-Dryer,25.54,7093
*data,2416A00157.HDF,36.56,10156
*data,2416A00157.HDF.No-Dryer,31.36,8711
*data,2416A00168.HDF,23.94,6649
*data,2416A00168.HDF.No-Dryer,23.41,6502
*data,2416A00182.HDF,29.01,8059
*data,2416A00182.HDF.No-Dryer,28.26,7851
*data,2418A00011.HDF,57.31,15919
*data,2418A00011.HDF.No-Dryer,53.87,14964
*data,2418A00022.HDF,25.99,7220
*data,2418A00022.HDF.No-Dryer,24.39,6774
*data,2418A00050.HDF,52.47,14575
*data,2418A00050.HDF.No-Dryer,50.64,14066
*data,2418A00059.HDF,43.17,11992
*data,2418A00059.HDF.No-Dryer,49.60,13777
*data,2418A00064.HDF,31.13,8646
*data,2418A00064.HDF.No-Dryer,30.02,8340
*data,2418A00082.HDF,24.98,6938
*data,2418A00082.HDF.No-Dryer,30.97,8602
*data,2418A00092.HDF,27.96,7767
*data,2418A00092.HDF.No-Dryer,26.32,7312
*data,2418A00097.HDF,40.74,11316
*data,2418A00097.HDF.No-Dryer,38.56,10710
*data,2418A00138.HDF,30.10,8362
*data,2418A00138.HDF.No-Dryer,29.47,8187
*data,2418A00156.HDF,29.68,8244
*data,2418A00156.HDF.No-Dryer,27.96,7766
*data,2418A00157.HDF,21.99,6108
*data,2418A00157.HDF.No-Dryer,21.99,6108
*data,2418A00161.HDF,23.21,6448
*data,2418A00161.HDF.No-Dryer,23.21,6448
*data,2418A00162.HDF,29.35,8154
*data,2418A00162.HDF.No-Dryer,26.75,7430
*data,2418A00167.HDF,21.28,5911
*data,2418A00167.HDF.No-Dryer,21.28,5911
*data,2418A00175.HDF,30.68,8522
*data,2418A00175.HDF.No-Dryer,28.51,7919
*data,2418A00180.HDF,23.10,6416
*data,2418A00180.HDF.No-Dryer,22.77,6324
*data,2418A00203.HDF,37.03,10286
*data,2418A00203.HDF.No-Dryer,31.81,8836
*data,2419A00001.HDF,21.66,6017
*data,2419A00001.HDF.No-Dryer,21.28,5911
*data,2419A00025.HDF,22.60,6278
*data,2419A00025.HDF.No-Dryer,22.60,6278
*data,2419A00027.HDF,26.36,7323
*data,2419A00027.HDF.No-Dryer,24.22,6727
*data,2419A00030.HDF,22.50,6249
*data,2419A00030.HDF.No-Dryer,21.34,5928
*data,2419A00056.HDF,44.99,12498
*data,2419A00056.HDF.No-Dryer,42.08,11689
*data,2419A00070.HDF,36.04,10010
*data,2419A00070.HDF.No-Dryer,32.29,8969
*data,2419A00094.HDF,25.96,7212
*data,2419A00094.HDF.No-Dryer,24.29,6747
*data,2419A00104.HDF,23.12,6421
*data,2419A00104.HDF.No-Dryer,22.64,6290
*data,2419A00146.HDF,26.01,7225
*data,2419A00146.HDF.No-Dryer,24.32,6756
*data,2419A00147.HDF,22.53,6257
*data,2419A00147.HDF.No-Dryer,21.11,5863
*data,2419A00155.HDF,25.63,7120
*data,2419A00155.HDF.No-Dryer,25.12,6978
*data,2419A00161.HDF,42.74,11873
*data,2419A00161.HDF.No-Dryer,40.87,11354
*data,2419A00170.HDF,38.21,10613
*data,2419A00170.HDF.No-Dryer,34.13,9481
*data,2419A00196.HDF,26.80,7444
*data,2419A00196.HDF.No-Dryer,24.96,6934
*data,2419A00208.HDF,18.77,5213
*data,2419A00208.HDF.No-Dryer,17.67,4909
*data,2420A00009.HDF,33.41,9282
*data,2420A00009.HDF.No-Dryer,30.68,8522
*data,2420A00020.HDF,63.78,17717
*data,2420A00020.HDF.No-Dryer,60.37,16769
*data,2420A00043.HDF,26.92,7477
*data,2420A00043.HDF.No-Dryer,26.92,7477
*data,2420A00047.HDF,32.29,8969
*data,2420A00047.HDF.No-Dryer,27.98,7773
*data,2420A00049.HDF,21.19,5886
*data,2420A00049.HDF.No-Dryer,20.90,5805
*data,2420A00052.HDF,42.43,11785
*data,2420A00052.HDF.No-Dryer,40.79,11330
*data,2420A00053.HDF,41.61,11559
*data,2420A00053.HDF.No-Dryer,37.88,10523
*data,2420A00057.HDF,40.71,11309
*data,2420A00057.HDF.No-Dryer,36.29,10080
*data,2420A00061.HDF,24.59,6830
*data,2420A00061.HDF.No-Dryer,24.13,6703
*data,2420A00064.HDF,35.93,9981
*data,2420A00064.HDF.No-Dryer,34.65,9624
*data,2420A00066.HDF,23.96,6655
*data,2420A00066.HDF.No-Dryer,23.62,6562
*data,2420A00075.HDF,27.69,7691
*data,2420A00075.HDF.No-Dryer,25.57,7103
*data,2420A00080.HDF,60.50,16806
*data,2420A00080.HDF.No-Dryer,55.36,15377
*data,2420A00083.HDF,20.86,5793
*data,2420A00083.HDF.No-Dryer,20.59,5719
*data,2420A00085.HDF,50.08,13912
*data,2420A00085.HDF.No-Dryer,42.84,11901
*data,2420A00089.HDF,22.43,6231
*data,2420A00089.HDF.No-Dryer,21.86,6074
*data,2420A00094.HDF,35.53,9870
*data,2420A00094.HDF.No-Dryer,34.68,9634
*data,2420A00099.HDF,29.32,8144
*data,2420A00099.HDF.No-Dryer,27.80,7723
*data,2420A00103.HDF,20.87,5796
*data,2420A00103.HDF.No-Dryer,19.42,5394
*data,2420A00109.HDF,32.91,9142
*data,2420A00109.HDF.No-Dryer,29.70,8250
*data,2420A00126.HDF,43.90,12196
*data,2420A00126.HDF.No-Dryer,40.97,11381
*data,2420A00131.HDF,28.82,8006
*data,2420A00131.HDF.No-Dryer,27.93,7757
*data,2420A00132.HDF,33.10,9193
*data,2420A00132.HDF.No-Dryer,32.65,9068
*data,2420A00133.HDF,28.07,7797
*data,2420A00133.HDF.No-Dryer,26.54,7372
*data,2420A00137.HDF,49.30,13694
*data,2420A00137.HDF.No-Dryer,48.16,13378
*data,2420A00143.HDF,24.99,6941
*data,2420A00143.HDF.No-Dryer,22.79,6330
*data,2420A00149.HDF,27.82,7727
*data,2420A00149.HDF.No-Dryer,25.85,7180
*data,2420A00157.HDF,33.78,9384
*data,2420A00157.HDF.No-Dryer,32.75,9098
*data,2420A00166.HDF,40.84,11346
*data,2420A00166.HDF.No-Dryer,37.05,10292
*data,2420A00180.HDF,28.24,7844
*data,2420A00180.HDF.No-Dryer,27.51,7641
*data,2420A00189.HDF,38.43,10675
*data,2420A00189.HDF.No-Dryer,34.43,9564
*data,2420A00203.HDF,29.90,8305
*data,2420A00203.HDF.No-Dryer,26.38,7327
*data,2422A00010.HDF,40.53,11258
*data,2422A00010.HDF.No-Dryer,40.53,11258
*data,2422A00015.HDF,24.33,6759
*data,2422A00015.HDF.No-Dryer,28.98,8049
*data,2422A00020.HDF,45.32,12590
*data,2422A00020.HDF.No-Dryer,37.61,10447
*data,2423A00004.HDF,62.84,17455
*data,2423A00004.HDF.No-Dryer,55.33,15370
*data,2423A00015.HDF,24.58,6827
*data,2423A00015.HDF.No-Dryer,24.58,6827
*data,2423A00016.HDF,30.19,8387
*data,2423A00016.HDF.No-Dryer,25.67,7131
*data,2423A00019.HDF,42.13,11702
*data,2423A00019.HDF.No-Dryer,37.94,10538
*data,2423A00031.HDF,29.29,8137
*data,2423A00031.HDF.No-Dryer,28.77,7992
*data,2423A00034.HDF,23.48,6523
*data,2423A00034.HDF.No-Dryer,21.73,6035
*data,2423A00047.HDF,25.80,7167
*data,2423A00047.HDF.No-Dryer,25.81,7169
*data,2423A00050.HDF,28.82,8005
*data,2423A00050.HDF.No-Dryer,26.45,7348
*data,2423A00053.HDF,24.35,6764
*data,2423A00053.HDF.No-Dryer,25.44,7065
*data,2424A00004.HDF,23.58,6551
*data,2424A00004.HDF.No-Dryer,23.09,6414
*data,2424A00008.HDF,31.71,8809
*data,2424A00008.HDF.No-Dryer,30.64,8510
*data,2424A00040.HDF,19.72,5479
*data,2424A00040.HDF.No-Dryer,19.50,5416
*data,2424A00044.HDF,31.15,8652
*data,2424A00044.HDF.No-Dryer,27.17,7547
*data,2424A00061.HDF,24.05,6682
*data,2424A00061.HDF.No-Dryer,23.59,6552
*data,2424A00065.HDF,22.73,6315
*data,2424A00065.HDF.No-Dryer,22.27,6186
*data,2424A00076.HDF,30.22,8393
*data,2424A00076.HDF.No-Dryer,27.43,7619
*data,2424A00077.HDF,22.39,6220
*data,2424A00077.HDF.No-Dryer,21.43,5953
*data,2424A00092.HDF,30.99,8607
*data,2424A00092.HDF.No-Dryer,30.99,8607
*data,2424A00093.HDF,26.87,7463
*data,2424A00093.HDF.No-Dryer,25.75,7152
*data,2424A00103.HDF,39.48,10968
*data,2424A00103.HDF.No-Dryer,39.48,10968
*data,2425A00024.HDF,56.29,15637
*data,2425A00024.HDF.No-Dryer,47.88,13299
*data,2425A00035.HDF,36.08,10023
*data,2425A00035.HDF.No-Dryer,35.37,9824
*data,2426A00005.HDF,23.80,6611
*data,2426A00005.HDF.No-Dryer,23.80,6611
*data,2426A00021.HDF,22.37,6215
*data,2426A00021.HDF.No-Dryer,21.49,5970
*data,2426A00031.HDF,53.59,14885
*data,2426A00031.HDF.No-Dryer,52.35,14541
*data,2426A00032.HDF,20.74,5760
*data,2426A00032.HDF.No-Dryer,20.45,5682
*data,2426A00121.HDF,20.98,5829
*data,2426A00121.HDF.No-Dryer,20.68,5745
*data,2426A00131.HDF,31.39,8720
*data,2426A00131.HDF.No-Dryer,26.87,7465
*data,2426A00161.HDF,37.85,10513
*data,2426A00161.HDF.No-Dryer,34.85,9680
*data,2426A00179.HDF,54.26,15071
*data,2426A00179.HDF.No-Dryer,52.98,14717
*data,2426A00217.HDF,31.06,8628
*data,2426A00217.HDF.No-Dryer,26.89,7469
*data,2426A00220.HDF,25.84,7178
*data,2426A00220.HDF.No-Dryer,24.11,6697
*data,2426A00227.HDF,29.17,8103
*data,2426A00227.HDF.No-Dryer,28.53,7925
*data,2426A00229.HDF,44.15,12263
*data,2426A00229.HDF.No-Dryer,42.36,11768
*data,2426A00238.HDF,32.98,9162
*data,2426A00238.HDF.No-Dryer,30.55,8486
*data,2426A00239.HDF,37.12,10310
*data,2426A00239.HDF.No-Dryer,34.10,9473
*data,2426A00241.HDF,39.83,11063
*data,2426A00241.HDF.No-Dryer,37.49,10413
*data,2426A00264.HDF,34.45,9569
*data,2426A00264.HDF.No-Dryer,33.45,9292
*data,2426A00275.HDF,42.18,11717
*data,2426A00275.HDF.No-Dryer,37.98,10549
*data,2426A00276.HDF,28.32,7867
*data,2426A00276.HDF.No-Dryer,27.43,7620
*data,2426A00289.HDF,31.47,8742
*data,2426A00289.HDF.No-Dryer,29.61,8225
*data,2426A00294.HDF,60.06,16684
*data,2426A00294.HDF.No-Dryer,53.20,14777
*data,2426A00300.HDF,25.91,7196
*data,2426A00300.HDF.No-Dryer,23.17,6435
*data,2426A00308.HDF,32.58,9051
*data,2426A00308.HDF.No-Dryer,30.21,8392
*data,2426A00309.HDF,30.63,8508
*data,2426A00309.HDF.No-Dryer,29.00,8056
*data,2426A00314.HDF,28.13,7813
*data,2426A00314.HDF.No-Dryer,27.22,7561
*data,2426A00328.HDF,60.85,16902
*data,2426A00328.HDF.No-Dryer,56.68,15745
*data,2426A00371.HDF,21.27,5907
*data,2426A00371.HDF.No-Dryer,19.88,5522
*data,2426A00375.HDF,34.97,9715
*data,2426A00375.HDF.No-Dryer,30.37,8436
*data,2426A00389.HDF,31.80,8834
*data,2426A00389.HDF.No-Dryer,31.80,8834
*data,2426A00401.HDF,41.30,11473
*data,2426A00401.HDF.No-Dryer,37.73,10480
*data,2426A00403.HDF,39.40,10944
*data,2426A00403.HDF.No-Dryer,36.94,10262
*data,2426A00410.HDF,23.65,6570
*data,2426A00410.HDF.No-Dryer,23.65,6570
*data,2426A00419.HDF,36.28,10079
*data,2426A00419.HDF.No-Dryer,35.73,9926
*data,2426A00435.HDF,25.15,6986
*data,2426A00435.HDF.No-Dryer,22.76,6322
*data,2426A00452.HDF,41.40,11500
*data,2426A00452.HDF.No-Dryer,35.54,9873
*data,2426A00474.HDF,39.23,10897
*data,2426A00474.HDF.No-Dryer,35.00,9723
*data,2426A00479.HDF,40.96,11379
*data,2426A00479.HDF.No-Dryer,36.50,10139
*data,2426A00488.HDF,51.38,14272
*data,2426A00488.HDF.No-Dryer,45.08,12522
*data,2426A00518.HDF,26.64,7401
*data,2426A00518.HDF.No-Dryer,26.64,7401
*data,2426A00526.HDF,28.82,8004
*data,2426A00526.HDF.No-Dryer,27.25,7569
*data,2426A00532.HDF,27.77,7713
*data,2426A00532.HDF.No-Dryer,26.50,7360
*data,2426A00553.HDF,26.46,7349
*data,2426A00553.HDF.No-Dryer,24.50,6805
*data,2426A00567.HDF,14.22,3949
*data,2426A00567.HDF.No-Dryer,13.90,3861
*data,2426A00668.HDF,27.94,7761
*data,2426A00668.HDF.No-Dryer,26.22,7283
*data,2426A00675.HDF,29.43,8176
*data,2426A00675.HDF.No-Dryer,27.40,7612
*data,2426A00684.HDF,36.85,10235
*data,2426A00684.HDF.No-Dryer,34.20,9500
*data,2426A00704.HDF,38.03,10563
*data,2426A00704.HDF.No-Dryer,37.36,10377
*data,2426A00711.HDF,20.43,5676
*data,2426A00711.HDF.No-Dryer,20.19,5609
*data,2426A00716.HDF,49.01,13615
*data,2426A00716.HDF.No-Dryer,45.65,12681
*data,2426A00723.HDF,22.32,6200
*data,2426A00723.HDF.No-Dryer,19.33,5370
*data,2426A00724.HDF,54.21,15059
*data,2426A00724.HDF.No-Dryer,50.42,14005
*data,2426A00732.HDF,39.58,10994
*data,2426A00732.HDF.No-Dryer,37.77,10492
*data,2426A00733.HDF,35.24,9789
*data,2426A00733.HDF.No-Dryer,32.80,9112
*data,2426A00748.HDF,36.02,10006
*data,2426A00748.HDF.No-Dryer,33.03,9176
*data,2426A00749.HDF,26.30,7304
*data,2426A00749.HDF.No-Dryer,23.84,6623
*data,2426A00757.HDF,20.11,5587
*data,2426A00757.HDF.No-Dryer,16.96,4712
*data,2426A00758.HDF,23.40,6501
*data,2426A00758.HDF.No-Dryer,21.60,6001
*data,2428A00009.HDF,41.41,11504
*data,2428A00009.HDF.No-Dryer,37.18,10329
*data,2428A00013.HDF,39.06,10850
*data,2428A00013.HDF.No-Dryer,34.73,9648
*data,2428A00024.HDF,23.19,6442
*data,2428A00024.HDF.No-Dryer,22.83,6343
*data,2428A00064.HDF,61.97,17215
*data,2428A00064.HDF.No-Dryer,60.60,16833
*data,2428A00075.HDF,36.69,10193
*data,2428A00075.HDF.No-Dryer,30.20,8390
*data,2428A00079.HDF,26.17,7269
*data,2428A00079.HDF.No-Dryer,24.67,6852
*data,2428A00082.HDF,23.46,6516
*data,2428A00082.HDF.No-Dryer,28.98,8051
*data,2428A00091.HDF,38.94,10818
*data,2428A00091.HDF.No-Dryer,36.15,10040
*data,2428A00107.HDF,27.53,7647
*data,2428A00107.HDF.No-Dryer,25.35,7041
*data,2428A00110.HDF,25.82,7171
*data,2428A00110.HDF.No-Dryer,24.86,6905
*data,2428A00152.HDF,28.57,7937
*data,2428A00152.HDF.No-Dryer,27.95,7763
*data,2428A00161.HDF,40.13,11148
*data,2428A00161.HDF.No-Dryer,37.10,10305
*data,2428A00162.HDF,36.63,10175
*data,2428A00162.HDF.No-Dryer,36.63,10175
*data,2428A00179.HDF,24.41,6780
*data,2428A00179.HDF.No-Dryer,24.16,6711
*data,2428A00180.HDF,48.26,13405
*data,2428A00180.HDF.No-Dryer,43.96,12211
*data,2428A00181.HDF,31.00,8610
*data,2428A00181.HDF.No-Dryer,30.21,8392
*data,2428A00188.HDF,35.62,9896
*data,2428A00188.HDF.No-Dryer,33.65,9346
*data,2428A00197.HDF,43.16,11989
*data,2428A00197.HDF.No-Dryer,38.44,10677
*data,2428A00204.HDF,24.19,6720
*data,2428A00204.HDF.No-Dryer,23.54,6539
*data,2428A00205.HDF,43.97,12215
*data,2428A00205.HDF.No-Dryer,43.23,12007
*data,2428A00208.HDF,21.73,6036
*data,2428A00208.HDF.No-Dryer,21.14,5872
*data,2428A00210.HDF,34.73,9646
*data,2428A00210.HDF.No-Dryer,39.74,11038
*data,2428A00223.HDF,34.49,9582
*data,2428A00223.HDF.No-Dryer,31.55,8763
*data,2428A00235.HDF,42.29,11748
*data,2428A00235.HDF.No-Dryer,41.23,11453
*data,2428A00238.HDF,60.01,16671
*data,2428A00238.HDF.No-Dryer,60.01,16671
*data,2428A00243.HDF,27.39,7610
*data,2428A00243.HDF.No-Dryer,26.71,7421
*data,2428A00252.HDF,34.12,9478
*data,2428A00252.HDF.No-Dryer,30.27,8408
*data,2428A00260.HDF,35.06,9739
*data,2428A00260.HDF.No-Dryer,31.57,8768
*data,2429A00050.HDF,48.45,13458
*data,2429A00050.HDF.No-Dryer,43.72,12144
*data,2429A00053.HDF,25.58,7105
*data,2429A00053.HDF.No-Dryer,25.58,7105
*data,2429A00058.HDF,40.07,11131
*data,2429A00058.HDF.No-Dryer,36.68,10190
*data,2429A00060.HDF,33.87,9409
*data,2429A00060.HDF.No-Dryer,29.06,8071
*data,2429A00061.HDF,31.66,8793
*data,2429A00061.HDF.No-Dryer,28.83,8007
*data,2429A00063.HDF,26.61,7392
*data,2429A00063.HDF.No-Dryer,26.20,7279
*data,2429A00086.HDF,30.00,8333
*data,2429A00086.HDF.No-Dryer,29.35,8152
*data,2429A00091.HDF,23.19,6440
*data,2429A00091.HDF.No-Dryer,23.19,6440
*data,2429A00108.HDF,45.66,12684
*data,2429A00108.HDF.No-Dryer,39.52,10978
*data,2430A00021.HDF,22.89,6360
*data,2430A00021.HDF.No-Dryer,22.89,6359
*data,2430A00024.HDF,29.21,8113
*data,2430A00024.HDF.No-Dryer,29.21,8113
*data,2432A00008.HDF,32.24,8955
*data,2432A00008.HDF.No-Dryer,31.02,8618
*data,2432A00010.HDF,33.95,9431
*data,2432A00010.HDF.No-Dryer,30.65,8513
*data,2432A00020.HDF,24.50,6805
*data,2432A00020.HDF.No-Dryer,22.21,6170
*data,2432A00022.HDF,22.61,6281
*data,2432A00022.HDF.No-Dryer,22.19,6163
*data,2432A00032.HDF,41.05,11401
*data,2432A00032.HDF.No-Dryer,34.10,9471
*data,2432A00037.HDF,28.89,8024
*data,2432A00037.HDF.No-Dryer,28.21,7836
*data,2432A00042.HDF,19.98,5549
